Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
IPF_SRR21498410 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.8879515240008986e-05)	(5, 2.8879515240008986e-05)	(6, 2.8879515240008986e-05)	(7, 5.775903048001797e-05)	(8, 5.775903048001797e-05)	(9, 0.00011551806096003594)	(10, 0.00011551806096003594)	(12, 0.00014439757620004495)	(14, 0.00015883733382004945)	(16, 0.00018771684906005842)	(18, 0.0002165963643000674)	(20, 0.00023103612192007189)	(22, 0.00023103612192007189)	(24, 0.00027435539478008536)	(26, 0.0003176746676400989)	(28, 0.0005631505471801752)	(30, 0.0009530240029202966)	(32, 0.0015883733382004942)	(34, 0.00228148170396071)	(36, 0.0036532586778611365)	(38, 0.005544866926081726)	(40, 0.008476137722942638)	(42, 0.012447071068443873)	(44, 0.016721239323965204)	(46, 0.021486359338566685)	(48, 0.027608816569448594)	(50, 0.0379188035101318)	(52, 0.051131181732435915)	(54, 0.06672611996204075)	(56, 0.08416934716700619)	(58, 0.10512143547363272)	(60, 0.13410202901698173)	(62, 0.17261286258953373)	(64, 0.21767934612156775)	(66, 0.2705866180412642)	(68, 0.33378943714402387)	(70, 0.41059450792482777)	(72, 0.5105753896857389)	(74, 0.6385405217142187)	(76, 0.7892771515094457)	(78, 0.9635794657405199)	(80, 1.1777788302756664)	(82, 1.4409289731426285)	(84, 1.7655780437131896)	(86, 2.155220463331391)	(88, 2.606491768471771)
IPF_SRR21498410 - polya	(1, 0.004765120014601483)	(2, 0.01054102306260328)	(3, 0.01481519131812461)	(4, 0.021544118369046704)	(5, 0.02454758795400764)	(6, 0.028042009298048728)	(7, 0.03237393658405008)	(8, 0.04014252618361249)	(9, 0.05276287434349642)	(10, 0.06561425862530042)	(12, 0.07435031198540314)	(14, 0.08519456995802652)	(16, 0.09380066549954919)	(18, 0.10203132734295176)	(20, 0.11154712761453472)	(22, 0.12127952425041774)	(24, 0.131733908767301)	(26, 0.14536503996058525)	(28, 0.15821642424238924)	(30, 0.16945055567075273)	(32, 0.17918295230663578)	(34, 0.19047484276547927)	(36, 0.19999064303706224)	(38, 0.2092609674291051)	(40, 0.21778042442490775)	(42, 0.22668975487645054)	(44, 0.2349059769622331)	(46, 0.24313663880563569)	(48, 0.2504575959189779)	(50, 0.2579518301237603)	(52, 0.26576373899618266)	(54, 0.2739510815667252)	(56, 0.2819218277729677)	(58, 0.29002253179779025)	(60, 0.2969680552130124)	(62, 0.3058340663916952)	(64, 0.3228874201409205)	(66, 0.35547795308927066)	(68, 0.36402628960031325)	(70, 0.3713472467136556)	(72, 0.3785382460084178)	(74, 0.38606135972844013)	(76, 0.3941909432685027)	(78, 0.4020606111714051)	(80, 0.40891949604090727)	(82, 0.41507083278702916)	(84, 0.4225361874765715)	(86, 0.4319509094448144)	(88, 0.4389253123752766)
IPF_SRR21498439 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.9536565381845765e-05)	(7, 2.9536565381845765e-05)	(8, 0.00011814626152738306)	(9, 0.00011814626152738306)	(10, 0.00028059737112753473)	(12, 0.0002953656538184576)	(14, 0.0003101339365093805)	(16, 0.0003249022192003034)	(18, 0.0003249022192003034)	(20, 0.00033967050189122626)	(22, 0.0004282801980367636)	(24, 0.0005168898941823009)	(26, 0.0006350361557096839)	(28, 0.00087132867876445)	(30, 0.0012848405941102907)	(32, 0.0020823278594201263)	(34, 0.003824985216949026)	(36, 0.005656252270623463)	(38, 0.008373616285753274)	(40, 0.01168171160852)	(42, 0.01628941580808794)	(44, 0.02300898443245785)	(46, 0.029964845579882528)	(48, 0.03901780286941825)	(50, 0.0503450756933561)	(52, 0.06530534605926099)	(54, 0.08290913902684105)	(56, 0.10466281943057046)	(58, 0.1299165828320486)	(60, 0.16144686637716893)	(62, 0.19987393793895028)	(64, 0.2484172831440138)	(66, 0.3071802799711959)	(68, 0.37818618314915314)	(70, 0.4637240764949785)	(72, 0.5650640323200913)	(74, 0.6966641993789051)	(76, 0.8546405193237072)	(78, 1.0401301499216986)	(80, 1.2597935866664853)	(82, 1.5238209446148048)	(84, 1.8565798902066792)	(86, 2.253566097221377)	(88, 2.7087393380383116)
IPF_SRR21498439 - polya	(1, 0.004607704199567939)	(2, 0.011342041106628772)	(3, 0.014886428952450265)	(4, 0.022270570297911706)	(5, 0.02551959248991474)	(6, 0.02879815124729962)	(7, 0.032962806966139874)	(8, 0.03963807074243701)	(9, 0.05171852598361193)	(10, 0.06515766323235175)	(12, 0.07360512093155964)	(14, 0.08524252769200688)	(16, 0.09441363124306998)	(18, 0.10278724752882326)	(20, 0.11114609553188562)	(22, 0.12201555159240485)	(24, 0.13428799450856177)	(26, 0.15106476364545016)	(28, 0.16487310796146304)	(30, 0.17764767248911134)	(32, 0.18773440956701168)	(34, 0.19894353612942214)	(36, 0.20781927402666678)	(38, 0.21632580485663838)	(40, 0.22552644497308333)	(42, 0.23481569478567382)	(44, 0.24352898157331831)	(46, 0.2527591582551451)	(48, 0.2606749577774798)	(50, 0.26776373346912274)	(52, 0.274808204312693)	(54, 0.2826796989869549)	(56, 0.2912600712303811)	(58, 0.2980830178335874)	(60, 0.30465490363104814)	(62, 0.31242302032647357)	(64, 0.3385628806894071)	(66, 0.378023732039553)	(68, 0.3852306539927234)	(70, 0.3934565874515674)	(72, 0.40064874112204685)	(74, 0.4074126145944895)	(76, 0.41615543794751586)	(78, 0.425134553823597)	(80, 0.43149968366338476)	(82, 0.43737746017437207)	(84, 0.44425947990834214)	(86, 0.45343058345940523)	(88, 0.4605488957164301)
IPF_SRR21498445 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 2.9647330183798623e-05)	(4, 8.894199055139587e-05)	(5, 8.894199055139587e-05)	(6, 0.00020753131128659037)	(7, 0.00020753131128659037)	(8, 0.00023717864147038898)	(9, 0.00023717864147038898)	(10, 0.00023717864147038898)	(12, 0.00029647330183798625)	(14, 0.00032612063202178484)	(16, 0.00034094429711368417)	(18, 0.0003557679622055835)	(20, 0.0004002389574812814)	(22, 0.00041506262257318073)	(24, 0.00045953361784887865)	(26, 0.0005781229385840731)	(28, 0.000711535924411167)	(30, 0.0009783618960653546)	(32, 0.001571308499741327)	(34, 0.0026089650561742788)	(36, 0.004076507900272311)	(38, 0.006166644678230113)	(40, 0.00884972805986389)	(42, 0.012392584016827825)	(44, 0.01746227747825739)	(46, 0.023362096184833314)	(48, 0.03115934402317235)	(50, 0.04129873094603148)	(52, 0.053987788264697294)	(54, 0.06998252289885665)	(56, 0.0883935149429956)	(58, 0.11028806828373089)	(60, 0.13812691132631777)	(62, 0.1744448908014711)	(64, 0.21786340585564418)	(66, 0.2703540039460597)	(68, 0.33351764090264263)	(70, 0.40704301975846324)	(72, 0.5035599031718196)	(74, 0.623794650732215)	(76, 0.7730096635472734)	(78, 0.9503006980463892)	(80, 1.162041930219079)	(82, 1.4179725080307206)	(84, 1.7371111937942207)	(86, 2.131183506597272)	(88, 2.5843133011264503)
IPF_SRR21498445 - polya	(1, 0.004832514819959176)	(2, 0.011177043479292081)	(3, 0.015653790337045673)	(4, 0.02265056026042215)	(5, 0.027038365127624343)	(6, 0.03056639741949638)	(7, 0.03605115350349913)	(8, 0.045123236539741506)	(9, 0.05923536570722965)	(10, 0.07485950871409153)	(12, 0.08505819029731826)	(14, 0.09731736132831897)	(16, 0.10724921693989152)	(18, 0.1159951793441121)	(20, 0.12536373568219247)	(22, 0.13646666083602507)	(24, 0.14946701512162075)	(26, 0.16642528798675357)	(28, 0.18221249130962636)	(30, 0.19469401731700556)	(32, 0.20720519065456858)	(34, 0.2198349533128668)	(36, 0.23049316851394241)	(38, 0.24049914245097442)	(40, 0.2506088820436497)	(42, 0.2608965056174279)	(44, 0.27036882761115155)	(46, 0.2803896252132755)	(48, 0.2890614692920366)	(50, 0.29693283545583515)	(52, 0.30468561229889846)	(54, 0.31335745637765955)	(56, 0.32253330506954525)	(58, 0.33064184987481415)	(60, 0.33818709540659087)	(62, 0.3470219998013629)	(64, 0.3730523557027381)	(66, 0.4183534762235824)	(68, 0.4265509630194027)	(70, 0.4351042177774286)	(72, 0.4435388832147193)	(74, 0.45101001042103656)	(76, 0.4599338568063599)	(78, 0.4696137101113702)	(80, 0.4763140067329087)	(82, 0.4828067720431606)	(84, 0.4912562611455432)	(86, 0.5006989358090831)	(88, 0.5092818378972928)
IPF_SRR21498583 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.843074693772387e-05)	(5, 4.843074693772387e-05)	(6, 7.26461204065858e-05)	(7, 9.686149387544775e-05)	(8, 9.686149387544775e-05)	(9, 9.686149387544775e-05)	(10, 0.00016950761428203355)	(12, 0.0001937229877508955)	(14, 0.0001937229877508955)	(16, 0.0002300460479541884)	(18, 0.00024215373468861935)	(20, 0.0003390152285640671)	(22, 0.000363230602032929)	(24, 0.00043587672243951487)	(26, 0.0005569535897838244)	(28, 0.0011260148663020798)	(30, 0.002179383612197574)	(32, 0.003862352068283479)	(34, 0.0066955507641403254)	(36, 0.011272256349755231)	(38, 0.01742296121084616)	(40, 0.02654004932187268)	(42, 0.03824818239406742)	(44, 0.05237785281314837)	(46, 0.06860215303728587)	(48, 0.09038388147252718)	(50, 0.11869165305762677)	(52, 0.15370708309360115)	(54, 0.19401357223252183)	(56, 0.24085821220803524)	(58, 0.2965656788731521)	(60, 0.3691270454725969)	(62, 0.45705306653803457)	(64, 0.5583096506980808)	(66, 0.6774129651046783)	(68, 0.8127526874221476)	(70, 0.9721382755941967)	(72, 1.1682464776317754)	(74, 1.4041284305919595)	(76, 1.6837917787838457)	(78, 2.002635601248351)	(80, 2.364050050271115)	(82, 2.789962146528193)	(84, 3.304018202211929)	(86, 3.900757650605094)	(88, 4.570530665380346)
IPF_SRR21498583 - polya	(1, 0.0037533828876736)	(2, 0.009540857146731602)	(3, 0.013560609142562683)	(4, 0.020607282822001506)	(5, 0.024384881083143968)	(6, 0.02741180276675171)	(7, 0.03240016970133727)	(8, 0.0402701660787174)	(9, 0.05291059102946333)	(10, 0.06723398443629516)	(12, 0.07620578030650851)	(14, 0.08790180569196882)	(16, 0.09638929409280493)	(18, 0.10462252107221799)	(20, 0.11383647067711997)	(22, 0.1239827121605731)	(24, 0.13446796887259033)	(26, 0.14856131623146795)	(28, 0.16157707947098127)	(30, 0.17409642755438287)	(32, 0.18443639202558693)	(34, 0.19578129449574874)	(36, 0.2055400900037001)	(38, 0.21384596310351978)	(40, 0.22175228254110319)	(42, 0.2315716164827267)	(44, 0.24061605847334663)	(46, 0.24969682352416986)	(48, 0.25809955811786495)	(50, 0.2652673086646481)	(52, 0.2723260900308213)	(54, 0.2803171632755458)	(56, 0.2884656364478178)	(58, 0.29551231012725665)	(60, 0.30217153783119366)	(62, 0.30995678040143276)	(64, 0.33962061290078865)	(66, 0.41140708754922983)	(68, 0.41881699183070165)	(70, 0.4260452808111569)	(72, 0.4331161698640646)	(74, 0.4393031977853588)	(76, 0.44699157886172247)	(78, 0.45518848278093227)	(80, 0.4613755107022265)	(82, 0.4665939236847662)	(84, 0.4729988899672802)	(86, 0.4812200092599588)	(88, 0.48827879062613205)
IPF_SRR21498648 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 5.3345126162557e-05)	(4, 5.3345126162557e-05)	(5, 5.3345126162557e-05)	(6, 5.3345126162557e-05)	(7, 8.00176892438355e-05)	(8, 8.00176892438355e-05)	(9, 0.000106690252325114)	(10, 0.000106690252325114)	(12, 0.00014669909694703175)	(14, 0.0001867079415689495)	(16, 0.0001867079415689495)	(18, 0.0001867079415689495)	(20, 0.0001867079415689495)	(22, 0.00024005306773150652)	(24, 0.00026672563081278503)	(26, 0.00030673447543470275)	(28, 0.0004667698539223738)	(30, 0.000693486640113241)	(32, 0.0013069555909826466)	(34, 0.0021338050465022802)	(36, 0.0033607429482410914)	(38, 0.005201149800849307)	(40, 0.007761715856652044)	(42, 0.011509210969571674)	(44, 0.01635028116882372)	(46, 0.02205820966821732)	(48, 0.029073093758593564)	(50, 0.03942204823412962)	(52, 0.05418531189961727)	(54, 0.07105570804852593)	(56, 0.09043332512707475)	(58, 0.11462533984179435)	(60, 0.14755261896563265)	(62, 0.18956190581864632)	(64, 0.23975966953761246)	(66, 0.30063979477063063)	(68, 0.3735892547979273)	(70, 0.46119528823838657)	(72, 0.574153592887601)	(74, 0.717852026487989)	(76, 0.8902768105269139)	(78, 1.0934683960800935)	(80, 1.3422967370653405)	(82, 1.6365617892595457)	(84, 2.002055921162305)	(86, 2.4405395219369828)	(88, 2.9469981497242994)
IPF_SRR21498648 - polya	(1, 0.00338741551132237)	(2, 0.009735485524666652)	(3, 0.013362954103720528)	(4, 0.021097997397291294)	(5, 0.024752138539426448)	(6, 0.02811288148766754)	(7, 0.03299396053154151)	(8, 0.04024889768964926)	(9, 0.05361185179336979)	(10, 0.07008215949605925)	(12, 0.0803911051269734)	(14, 0.09258046645511767)	(16, 0.10130239458269574)	(18, 0.11078449075809026)	(20, 0.12064000281662265)	(22, 0.13180247046613772)	(24, 0.14340503540649385)	(26, 0.15800826369349386)	(28, 0.17382509360069198)	(30, 0.1871747114228719)	(32, 0.1982571613831431)	(34, 0.21119335447756316)	(36, 0.22198240624394033)	(38, 0.23041093617762434)	(40, 0.23901283777133664)	(42, 0.24876165957754395)	(44, 0.2584304636945074)	(46, 0.2680459226853083)	(48, 0.27615438186201696)	(50, 0.2841428145048599)	(52, 0.2922779462446498)	(54, 0.3011732460322562)	(56, 0.3104552979845411)	(58, 0.3188304827920626)	(60, 0.32603207482400776)	(62, 0.3341005251560945)	(64, 0.3571056108136972)	(66, 0.39399376555510535)	(68, 0.4026090034303583)	(70, 0.410717462607067)	(72, 0.41882592178377565)	(74, 0.4267076641742935)	(76, 0.4351762029525994)	(78, 0.4447249805356971)	(80, 0.45173986462607335)	(82, 0.45891478409493724)	(84, 0.4666764999515893)	(86, 0.4751850475745171)	(88, 0.48254667498494996)
IPF_SRR21498668 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.1551097112476254e-05)	(6, 4.310219422495251e-05)	(7, 4.310219422495251e-05)	(8, 4.310219422495251e-05)	(9, 4.310219422495251e-05)	(10, 4.310219422495251e-05)	(12, 4.310219422495251e-05)	(14, 4.310219422495251e-05)	(16, 4.310219422495251e-05)	(18, 6.465329133742876e-05)	(20, 6.465329133742876e-05)	(22, 6.465329133742876e-05)	(24, 6.465329133742876e-05)	(26, 9.697993700614313e-05)	(28, 0.0001185310341186194)	(30, 0.00018318432545604815)	(32, 0.0004956752335869538)	(34, 0.0009697993700614314)	(36, 0.0016809855747731478)	(38, 0.0028878470130718177)	(40, 0.00460115923351368)	(42, 0.006734717847648829)	(44, 0.009751871443395505)	(46, 0.013016862655935657)	(48, 0.01731630652987467)	(50, 0.024568250708222928)	(52, 0.033716691432469095)	(54, 0.04350088952153332)	(56, 0.055688034938638636)	(58, 0.07069837407747835)	(60, 0.09191542918471123)	(62, 0.11812156327348235)	(64, 0.15026502461674068)	(66, 0.1894125925215538)	(68, 0.23653406635798313)	(70, 0.2950560705669124)	(72, 0.36688587724279575)	(74, 0.459663350312006)	(76, 0.5740673493335862)	(78, 0.7122637595673402)	(80, 0.8810088499580292)	(82, 1.0825331590567946)	(84, 1.3354891614144848)	(86, 1.6478076607684906)	(88, 2.0190360840794503)
IPF_SRR21498668 - polya	(1, 0.001530127894985814)	(2, 0.004504179296507537)	(3, 0.007198066435567069)	(4, 0.012219472062774036)	(5, 0.014309928482684232)	(6, 0.01663744697083167)	(7, 0.019654600566578345)	(8, 0.02437429083421064)	(9, 0.032218890183152)	(10, 0.04229402808323465)	(12, 0.04872703057130881)	(14, 0.05556950390452002)	(16, 0.061054258119645224)	(18, 0.06662521672322033)	(20, 0.07250866623492636)	(22, 0.0786830555576508)	(24, 0.08417858532133224)	(26, 0.09166759156791773)	(28, 0.09976002853365257)	(30, 0.10655939967263883)	(32, 0.11258293131557595)	(34, 0.11919911812910616)	(36, 0.12445758582455035)	(38, 0.12971605351999455)	(40, 0.1352654610264572)	(42, 0.14037307104211408)	(44, 0.14553455880055216)	(46, 0.1514072327637019)	(48, 0.15613769857989046)	(50, 0.16003844715724866)	(52, 0.16425168664273776)	(54, 0.1691437856872699)	(56, 0.17473629538795749)	(58, 0.17942365900992105)	(60, 0.18335673423294796)	(62, 0.1876023003641058)	(64, 0.2004036520489167)	(66, 0.2218038914816056)	(68, 0.22566153786473886)	(70, 0.22947608205364717)	(72, 0.23362466824779882)	(74, 0.23750386572804455)	(76, 0.24227743373845806)	(78, 0.24781606569636444)	(80, 0.2520724073760785)	(82, 0.25568221614241826)	(84, 0.25949676033132657)	(86, 0.26514314777479536)	(88, 0.26952879603718427)
IPF_SRR21498793 - illumina_universal_adapter	(1, 0.0)	(2, 2.612342482279175e-05)	(3, 2.612342482279175e-05)	(4, 7.837027446837524e-05)	(5, 7.837027446837524e-05)	(6, 0.00013061712411395875)	(7, 0.00013061712411395875)	(8, 0.00018286397375954223)	(9, 0.000208987398582334)	(10, 0.00023511082340512573)	(12, 0.00023511082340512573)	(14, 0.0002612342482279175)	(16, 0.0002873576730507092)	(18, 0.0002873576730507092)	(20, 0.0002873576730507092)	(22, 0.000313481097873501)	(24, 0.000313481097873501)	(26, 0.00033960452269629274)	(28, 0.00048328335922164737)	(30, 0.0006792090453925854)	(32, 0.0010971838425572534)	(34, 0.0017894546003612347)	(36, 0.0026515276195133624)	(38, 0.004062192559944117)	(40, 0.006099819696121873)	(42, 0.009195445537622696)	(44, 0.012539243914940039)	(46, 0.016640621612118343)	(48, 0.02254451562206928)	(50, 0.03010724710826749)	(52, 0.03979903771752323)	(54, 0.052129294233880935)	(56, 0.06666698014776454)	(58, 0.08449621758931991)	(60, 0.10606110478053449)	(62, 0.13528015544482708)	(64, 0.17287176376482438)	(66, 0.21772568418555782)	(68, 0.2709260388371732)	(70, 0.33383124581045576)	(72, 0.4183013399749529)	(74, 0.5224684964558349)	(76, 0.6503687843882233)	(78, 0.8063648157175243)	(80, 0.9927946369653775)	(82, 1.2168944368076966)	(84, 1.4990535483186704)	(86, 1.840604266164261)	(88, 2.249318309229249)
IPF_SRR21498793 - polya	(1, 0.004440982219874597)	(2, 0.011781664595079079)	(3, 0.016536127912827176)	(4, 0.024320908510019116)	(5, 0.027612460037690877)	(6, 0.031165245813590554)	(7, 0.03550173433417399)	(8, 0.04391347712711293)	(9, 0.05642659761723017)	(10, 0.0721790227853736)	(12, 0.08206673908080028)	(14, 0.09323450319254376)	(16, 0.10301772578867927)	(18, 0.11277482495999197)	(20, 0.12293683721605797)	(22, 0.13380418194233934)	(24, 0.14439723070798138)	(26, 0.15872592922328266)	(28, 0.17421712014319818)	(30, 0.18717433885530288)	(32, 0.19806780700640703)	(34, 0.20986253331389748)	(36, 0.2203119032430142)	(38, 0.22937673165652295)	(40, 0.23895096685407613)	(42, 0.24857744890127487)	(44, 0.25782514128854317)	(46, 0.26786959813290656)	(48, 0.2763205260630797)	(50, 0.2837134552879298)	(52, 0.2911063845127798)	(54, 0.30013202778905435)	(56, 0.31012423778377224)	(58, 0.3184576103022428)	(60, 0.3254325647299282)	(62, 0.33359613498705065)	(64, 0.35604921862224015)	(66, 0.39998881917417584)	(68, 0.40757767408519685)	(70, 0.4150750970093381)	(72, 0.4230296798678782)	(74, 0.4314022375235829)	(76, 0.43977479517928764)	(78, 0.44915310469066994)	(80, 0.45633704651693763)	(82, 0.4631291369708635)	(84, 0.47065268331982757)	(86, 0.479874252282273)	(88, 0.4878157734284017)
NDC_SRR21498140 - illumina_universal_adapter	(1, 2.633874576999743e-05)	(2, 2.633874576999743e-05)	(3, 2.633874576999743e-05)	(4, 5.267749153999486e-05)	(5, 5.267749153999486e-05)	(6, 7.901623730999229e-05)	(7, 7.901623730999229e-05)	(8, 0.00010535498307998972)	(9, 0.00013169372884998715)	(10, 0.00013169372884998715)	(12, 0.00015803247461998457)	(14, 0.000184371220389982)	(16, 0.00019754059327498072)	(18, 0.00022387933904497814)	(20, 0.00023704871192997687)	(22, 0.0002633874576999743)	(24, 0.00031606494923996914)	(26, 0.0004214199323199589)	(28, 0.0005267749153999486)	(30, 0.0006848073900199332)	(32, 0.0010535498307998972)	(34, 0.001514477881774852)	(36, 0.002159777153139789)	(38, 0.0030684638822047004)	(40, 0.004503925526669561)	(42, 0.005847201560939429)	(44, 0.007704083137724247)	(46, 0.01004823151125402)	(48, 0.01280063044421875)	(50, 0.01733089471665831)	(52, 0.023138588158942743)	(54, 0.029894476448947084)	(56, 0.03722981714589137)	(58, 0.047040999945215406)	(60, 0.06061862338964909)	(62, 0.07868700298786732)	(64, 0.10093007379063015)	(66, 0.1281248287981525)	(68, 0.16168039090912922)	(70, 0.20349314981900013)	(72, 0.26039801005507957)	(74, 0.33164431736292266)	(76, 0.4211828836080289)	(78, 0.5315685671300882)	(80, 0.6680427783373297)	(82, 0.8366370900110833)	(84, 1.0502574875786475)	(86, 1.3168582722625615)	(88, 1.6326071565532905)
NDC_SRR21498140 - polya	(1, 0.001527647254659851)	(2, 0.004424909289359568)	(3, 0.006110589018639404)	(4, 0.009560964714509066)	(5, 0.01106227322339892)	(6, 0.013775164037708655)	(7, 0.016013957428158438)	(8, 0.019727720581728076)	(9, 0.026180713295377446)	(10, 0.03462228131466162)	(12, 0.039455441163456145)	(14, 0.04527630397862558)	(16, 0.05013580257319011)	(18, 0.05458705060831967)	(20, 0.05932802484691921)	(22, 0.06451675776360871)	(24, 0.06874412645969329)	(26, 0.07527613541065266)	(28, 0.0811101675987071)	(30, 0.08740512783773646)	(32, 0.09239632016115099)	(34, 0.09742702060322049)	(36, 0.10223384170624503)	(38, 0.10729088089408453)	(40, 0.1116499433190191)	(42, 0.1158246345235637)	(44, 0.11976227701617831)	(46, 0.12379210511898792)	(48, 0.1277560863573725)	(50, 0.13071919525649725)	(52, 0.13451197464737688)	(54, 0.13880519020788645)	(56, 0.1426243083445361)	(58, 0.14640391836253072)	(60, 0.15042057709245532)	(62, 0.15425286460198995)	(64, 0.16186476212951922)	(66, 0.17507364313317292)	(68, 0.17845817196461758)	(70, 0.18204024138933722)	(72, 0.1855301252038619)	(74, 0.18923071898454652)	(76, 0.19307617586696615)	(78, 0.19719818957997076)	(80, 0.2008461058691154)	(82, 0.20434915905652506)	(84, 0.20815510782028968)	(86, 0.21235613777060428)	(88, 0.21585919095801392)
NDC_SRR21498150 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 2.7912938428523898e-05)	(4, 5.5825876857047795e-05)	(5, 5.5825876857047795e-05)	(6, 8.37388152855717e-05)	(7, 0.00013956469214261948)	(8, 0.00013956469214261948)	(9, 0.00013956469214261948)	(10, 0.00015352116135688144)	(12, 0.00018143409978540532)	(14, 0.00025121644585671506)	(16, 0.0002930858534995009)	(18, 0.00032099879192802486)	(20, 0.0003349552611422868)	(22, 0.00036286819957081064)	(24, 0.00036286819957081064)	(26, 0.00041869407642785845)	(28, 0.0005024328917134302)	(30, 0.0006140846454275256)	(32, 0.0007955187452129311)	(34, 0.0011583869447837417)	(36, 0.0015631245519973382)	(38, 0.0021353397897820783)	(40, 0.0032099879192802484)	(42, 0.004242766641135633)	(44, 0.005638413562561827)	(46, 0.007341102806701786)	(48, 0.010034701365054341)	(50, 0.013984382152690471)	(52, 0.01934366633096706)	(54, 0.025303078685456913)	(56, 0.03187657568537429)	(58, 0.04101806302071587)	(60, 0.052615888937767544)	(62, 0.06869374147259731)	(64, 0.08916788180991958)	(66, 0.11222396895188033)	(68, 0.14224433423175775)	(70, 0.18114101393190582)	(72, 0.23160760661067703)	(74, 0.2956817567733536)	(76, 0.37679675584664407)	(78, 0.4741710415545497)	(80, 0.5923404663917056)	(82, 0.7456383242411588)	(84, 0.9421454107779671)	(86, 1.18546249505941)	(88, 1.4733565420112054)
NDC_SRR21498150 - polya	(1, 0.004186940764278584)	(2, 0.008429707405414218)	(3, 0.011276827125123654)	(4, 0.016384894857543526)	(5, 0.0189249722545392)	(6, 0.022442002496533213)	(7, 0.02565199041581346)	(8, 0.03087170990194743)	(9, 0.040362108967645555)	(10, 0.04965711746434401)	(12, 0.05602126742604746)	(14, 0.06325071847903516)	(16, 0.06888913204159698)	(18, 0.07456941501180159)	(20, 0.08107312966564766)	(22, 0.08756288785027946)	(24, 0.09466673068033879)	(26, 0.10345930628532382)	(28, 0.1115401019603815)	(30, 0.1192440729666541)	(32, 0.12604087347399967)	(34, 0.13374484448027224)	(36, 0.14033229794940388)	(38, 0.14626379736546521)	(40, 0.15292103318066816)	(42, 0.1595224431190141)	(44, 0.16598428836521734)	(46, 0.17282295828020572)	(48, 0.17772167897441166)	(50, 0.18257853026097481)	(52, 0.1869189921866103)	(54, 0.1925574057491721)	(56, 0.1988657298340185)	(58, 0.20443436105050902)	(60, 0.2089981264835727)	(62, 0.21414806362363534)	(64, 0.22658327769354275)	(66, 0.2420330891137307)	(68, 0.24742028623043583)	(70, 0.25272374453185537)	(72, 0.2574410311262759)	(74, 0.2626049247355528)	(76, 0.26850851121318564)	(78, 0.27480287882881776)	(80, 0.2793666442618814)	(82, 0.28479571078622934)	(84, 0.2900991690876489)	(86, 0.2967005790259948)	(88, 0.30134808327434404)
NDC_SRR21498190 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 3.0404757249938355e-05)	(4, 6.080951449987671e-05)	(5, 6.080951449987671e-05)	(6, 9.121427174981506e-05)	(7, 0.00012161902899975342)	(8, 0.00012161902899975342)	(9, 0.00012161902899975342)	(10, 0.0001976309221245993)	(12, 0.00021283330074956848)	(14, 0.00021283330074956848)	(16, 0.00022803567937453766)	(18, 0.00024323805799950684)	(20, 0.000258440436624476)	(22, 0.0002736428152494452)	(24, 0.0002736428152494452)	(26, 0.00033445232974932187)	(28, 0.0004712737373740445)	(30, 0.0010793688823728116)	(32, 0.0018546901922462395)	(34, 0.0026148091234946985)	(36, 0.004211058879116462)	(38, 0.006810665623986191)	(40, 0.010079177028354563)	(42, 0.014867926295219856)	(44, 0.0199759255132095)	(46, 0.026178495992196925)	(48, 0.03484385180842936)	(50, 0.04630644529165612)	(52, 0.06103755017925124)	(54, 0.07883953554909015)	(56, 0.10057893698279607)	(58, 0.1273959328772417)	(60, 0.1641400820137922)	(62, 0.2098080274031996)	(64, 0.26449098331721377)	(66, 0.3267447237864626)	(68, 0.40465691423942957)	(70, 0.4998086020531116)	(72, 0.6211235834803657)	(74, 0.7711558581301865)	(76, 0.9499966402743238)	(78, 1.1690325115028797)	(80, 1.4320640664720965)	(82, 1.7459019708059602)	(84, 2.1354173159349203)	(86, 2.6001236257429783)	(88, 3.1311275087345267)
