Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
IPF_SRR21498668	(1, 32.828220515135875)	(2, 32.92120078402891)	(3, 32.9416419996401)	(4, 32.93142160734548)	(5, 32.97247192161435)	(6, 36.67986815038787)	(7, 36.892604633270366)	(8, 36.99414823060105)	(9, 37.05157673214249)	(10, 37.08837285984136)	(12, 37.08154838167424)	(14, 37.062329759802246)	(16, 37.073704967635635)	(18, 37.09192835984298)	(20, 37.093044275651465)	(22, 37.09124087984509)	(24, 37.09010255089561)	(26, 37.06524066648923)	(28, 37.05641430691133)	(30, 37.048905042633464)	(32, 37.00931858663595)	(34, 37.0272426341044)	(36, 37.03632555949342)	(38, 37.02132276323857)	(40, 37.00698158566507)	(42, 37.01786014846551)	(44, 37.02501802210496)	(46, 37.01876992803011)	(48, 37.01869665429993)	(50, 37.02620257815775)	(52, 37.01681836843109)	(54, 37.00332759714965)	(56, 36.99700472076782)	(58, 36.99395308541669)	(60, 36.978975180679015)	(62, 36.97852346968354)	(64, 36.97939747442693)	(66, 36.96892277918638)	(68, 36.96848281353883)	(70, 36.958857447035484)	(72, 36.94701134773018)	(74, 36.93688804312806)	(76, 36.859500100751376)	(78, 36.88596581780487)	(80, 36.88916303081699)	(82, 36.878018742989155)	(84, 36.85559116275712)	(86, 36.84902756062054)	(88, 36.83685474668302)	(90, 36.822429412075294)	(92, 36.79220108897694)	(94, 36.77308257195103)	(96, 36.76826148377148)	(98, 36.74048255061545)	(100, 36.73811257646599)
IPF_SRR21498793	(1, 32.90073229184463)	(2, 32.93552921617709)	(3, 32.91210016139052)	(4, 32.947918511633546)	(5, 32.98750803948399)	(6, 36.68428273696167)	(7, 36.8817711264055)	(8, 36.96326236643746)	(9, 36.9857076130452)	(10, 37.037770815014284)	(12, 37.02219524543219)	(14, 36.97621658095571)	(16, 37.047919112472314)	(18, 37.07140903483872)	(20, 37.078431403282465)	(22, 37.03138964603282)	(24, 37.06096332218908)	(26, 37.06338222071055)	(28, 37.04977701044571)	(30, 37.04707336659368)	(32, 37.05737958015476)	(34, 36.98139084771036)	(36, 37.01391647087159)	(38, 37.01937130320884)	(40, 37.01292299702558)	(42, 37.0036605449033)	(44, 36.992164017490154)	(46, 36.95972760582469)	(48, 36.933681375722244)	(50, 36.981918018423286)	(52, 37.00628660218361)	(54, 36.970475697116655)	(56, 36.9784812206536)	(58, 36.98120171411465)	(60, 36.93052109440431)	(62, 36.96256160556659)	(64, 36.966426696886245)	(66, 36.954465564362636)	(68, 36.95454484895697)	(70, 36.75131740431381)	(72, 36.83359143277058)	(74, 36.88365423348385)	(76, 36.90229630128877)	(78, 36.899403915692396)	(80, 36.79854437664545)	(82, 36.826682701224826)	(84, 36.8376030765035)	(86, 36.83819229035037)	(88, 36.82867879211553)	(90, 36.79856109563734)	(92, 36.78132459870501)	(94, 36.749560734611606)	(96, 36.6847894007861)	(98, 36.643896575271256)	(100, 36.67788902873629)
NDC_SRR21498140	(1, 32.82416753760119)	(2, 32.9192166962363)	(3, 32.93102514612736)	(4, 32.919307564909204)	(5, 32.96248019326318)	(6, 36.67740751939585)	(7, 36.87721693223146)	(8, 36.98487945282836)	(9, 37.03739206381984)	(10, 37.06134767987256)	(12, 37.06022222526581)	(14, 37.0454345998407)	(16, 37.05236735280855)	(18, 37.0699912660719)	(20, 37.070548067157475)	(22, 37.06675186372965)	(24, 37.06644132991702)	(26, 37.04181631464055)	(28, 37.03652235843451)	(30, 37.02521157914477)	(32, 36.985886251385416)	(34, 37.0047487441686)	(36, 37.01519139839776)	(38, 36.998625907633176)	(40, 36.98508252455825)	(42, 36.99186909748707)	(44, 37.00118708727185)	(46, 36.99676454846961)	(48, 36.997062703071734)	(50, 37.001578349340264)	(52, 36.99431478172555)	(54, 36.98013452777789)	(56, 36.97159695503028)	(58, 36.96420327401145)	(60, 36.95266769352657)	(62, 36.95187213171059)	(64, 36.95217476389948)	(66, 36.9437144953707)	(68, 36.94144198838566)	(70, 36.93058476229809)	(72, 36.92072050692603)	(74, 36.91224259143759)	(76, 36.835339380007)	(78, 36.85770005330962)	(80, 36.86455747746457)	(82, 36.8520286628767)	(84, 36.830703233976564)	(86, 36.82040649639897)	(88, 36.80971349239127)	(90, 36.79361551436409)	(92, 36.758691522716646)	(94, 36.739831795501765)	(96, 36.73486312280598)	(98, 36.7063383928308)	(100, 36.70621473241941)
NDC_SRR21498150	(1, 32.74417094106797)	(2, 32.81993754200897)	(3, 32.81341763785084)	(4, 32.785180909336546)	(5, 32.82546681598228)	(6, 36.493223017678936)	(7, 36.67790925392065)	(8, 36.77960837030867)	(9, 36.82032329881805)	(10, 36.850131525765875)	(12, 36.84320925660029)	(14, 36.83036595537056)	(16, 36.844416351622634)	(18, 36.862646431274996)	(20, 36.86383301028759)	(22, 36.86082301857215)	(24, 36.8591561974539)	(26, 36.834087308321855)	(28, 36.826868185056085)	(30, 36.81721840311195)	(32, 36.77788795634863)	(34, 36.79466516755579)	(36, 36.801611860542494)	(38, 36.78581104392157)	(40, 36.77147007398045)	(42, 36.78215375116397)	(44, 36.79116600159439)	(46, 36.78290837745438)	(48, 36.78264306497462)	(50, 36.78864671933652)	(52, 36.780071166827824)	(54, 36.766358517130726)	(56, 36.75773104655654)	(58, 36.75009839310796)	(60, 36.73812988336858)	(62, 36.73901444438738)	(64, 36.73931157761695)	(66, 36.72793356609002)	(68, 36.72425031429968)	(70, 36.71539954021807)	(72, 36.70458355570641)	(74, 36.69407447395277)	(76, 36.61234385502243)	(78, 36.636933199872274)	(80, 36.64084073212288)	(82, 36.62882798037609)	(84, 36.60560148474502)	(86, 36.593801848283135)	(88, 36.58126991588156)	(90, 36.566919595106086)	(92, 36.53382001402346)	(94, 36.51332856766432)	(96, 36.50651376331168)	(98, 36.4773549308764)	(100, 36.47426454989829)
NDC_SRR21498190	(1, 32.93324909188591)	(2, 32.9657329264366)	(3, 32.93638017378751)	(4, 32.98047193656108)	(5, 33.01954539415055)	(6, 36.7019582792002)	(7, 36.86795517973924)	(8, 36.93957510567933)	(9, 36.95309762146624)	(10, 37.01087334928772)	(12, 36.98192938859986)	(14, 36.92968884683573)	(16, 36.99636328698533)	(18, 37.027176076077566)	(20, 37.03270563725482)	(22, 36.98604543261257)	(24, 37.01283141565462)	(26, 37.01821290566407)	(28, 37.00741039946074)	(30, 37.00560830949854)	(32, 37.01108222997003)	(34, 36.93914229395988)	(36, 36.96998199126228)	(38, 36.97481695576016)	(40, 36.96702953730953)	(42, 36.95623706467609)	(44, 36.94324678416484)	(46, 36.91157080401428)	(48, 36.88567902488295)	(50, 36.93053379503971)	(52, 36.955389228020174)	(54, 36.91863610948023)	(56, 36.930641427880374)	(58, 36.93000110369269)	(60, 36.87992386040689)	(62, 36.911237263827246)	(64, 36.91325355530428)	(66, 36.90304911067605)	(68, 36.90864373803383)	(70, 36.70254904363357)	(72, 36.78466241141954)	(74, 36.8383266559419)	(76, 36.853370473757806)	(78, 36.84778162330391)	(80, 36.75082404493337)	(82, 36.78051368229279)	(84, 36.79095421986106)	(86, 36.79505627768543)	(88, 36.78396614247852)	(90, 36.75646032680857)	(92, 36.74021415286721)	(94, 36.70774187212428)	(96, 36.64994318871108)	(98, 36.6095662791783)	(100, 36.64439204015617)
NDC_SRR21498225	(1, 32.92332889363341)	(2, 32.95126232940678)	(3, 32.91875804014493)	(4, 32.95848676832016)	(5, 32.99756560402899)	(6, 36.67916548803768)	(7, 36.84240079260726)	(8, 36.91857666158257)	(9, 36.92837821126054)	(10, 36.99009596290553)	(12, 36.961481504646045)	(14, 36.91020865641982)	(16, 36.981559372339206)	(18, 37.01011583494551)	(20, 37.01692065825067)	(22, 36.97289499233121)	(24, 37.00088628161154)	(26, 37.00144761698988)	(28, 36.992357224794276)	(30, 36.9908787620771)	(32, 36.99847860912777)	(34, 36.922337281681195)	(36, 36.95712898773421)	(38, 36.959382431581474)	(40, 36.95458769781422)	(42, 36.94492957366088)	(44, 36.92971267986826)	(46, 36.8996181952833)	(48, 36.875474661727566)	(50, 36.9175810695365)	(52, 36.94231394127372)	(54, 36.90749437456379)	(56, 36.91944915501186)	(58, 36.92024375231876)	(60, 36.869919019304874)	(62, 36.90022487530224)	(64, 36.902568581992064)	(66, 36.89383739326597)	(68, 36.894667384978845)	(70, 36.68654756709657)	(72, 36.77092186080759)	(74, 36.821632236485804)	(76, 36.838372369051356)	(78, 36.83506903330628)	(80, 36.735114093654445)	(82, 36.759399631272736)	(84, 36.770353844557434)	(86, 36.776083047501004)	(88, 36.76547197516422)	(90, 36.738195112729045)	(92, 36.71648640158294)	(94, 36.68467905518258)	(96, 36.62768666995498)	(98, 36.5890344150186)	(100, 36.62393770584548)
NDC_SRR21498260	(1, 32.732786070399335)	(2, 32.803262599289745)	(3, 32.811582033016684)	(4, 32.78700087006969)	(5, 32.82933463681736)	(6, 36.51721385594085)	(7, 36.71978599762344)	(8, 36.83025450054081)	(9, 36.88156828220311)	(10, 36.920382877806325)	(12, 36.91860531924014)	(14, 36.89590380735779)	(16, 36.90947827934217)	(18, 36.93175389019561)	(20, 36.93101670280417)	(22, 36.927369952866556)	(24, 36.92766459211174)	(26, 36.904164755194564)	(28, 36.897311446351644)	(30, 36.88924083546726)	(32, 36.84840692979719)	(34, 36.86806540755532)	(36, 36.87729336139478)	(38, 36.858850417842646)	(40, 36.84640809715788)	(42, 36.85785232739959)	(44, 36.8640338587635)	(46, 36.85741670327559)	(48, 36.8584940516756)	(50, 36.8656635084286)	(52, 36.85735571295184)	(54, 36.841891130209625)	(56, 36.8321260490262)	(58, 36.82917111203628)	(60, 36.81479816769746)	(62, 36.812540789120504)	(64, 36.81554876117456)	(66, 36.804699112929626)	(68, 36.803347455392355)	(70, 36.79410491691026)	(72, 36.780751718999014)	(74, 36.768567354973406)	(76, 36.693444512506105)	(78, 36.71559490168036)	(80, 36.71836657305978)	(82, 36.7066310919242)	(84, 36.686959944678534)	(86, 36.67501055545096)	(88, 36.66224855118517)	(90, 36.649006579588985)	(92, 36.617002128179266)	(94, 36.59723492853967)	(96, 36.58886157583086)	(98, 36.55951462309306)	(100, 36.55404022591759)
NDC_SRR21498370	(1, 32.90607345806376)	(2, 32.92149959897456)	(3, 32.906778714718584)	(4, 32.952290072441144)	(5, 32.994357363663745)	(6, 36.66610951682485)	(7, 36.83961344121807)	(8, 36.91896079163675)	(9, 36.93124811768777)	(10, 36.981650644599924)	(12, 36.92600548636615)	(14, 36.86739585948162)	(16, 36.92922083279761)	(18, 36.96347111640175)	(20, 36.976065151837176)	(22, 36.94094576112762)	(24, 36.972059562262736)	(26, 36.97076362764898)	(28, 36.94689102516446)	(30, 36.93217830427612)	(32, 36.93558796801243)	(34, 36.85741191507648)	(36, 36.88337710939233)	(38, 36.88036788799393)	(40, 36.870848089349224)	(42, 36.85562603262956)	(44, 36.839922774542075)	(46, 36.8092181622102)	(48, 36.78326433829928)	(50, 36.82565889309983)	(52, 36.85030147608265)	(54, 36.81429184097644)	(56, 36.819611149644146)	(58, 36.82143507921528)	(60, 36.767925807816255)	(62, 36.7957796555467)	(64, 36.801711654111116)	(66, 36.792655709677994)	(68, 36.79183295883884)	(70, 36.5894327538217)	(72, 36.66916684378259)	(74, 36.71758159067301)	(76, 36.73979702952544)	(78, 36.73842879079825)	(80, 36.63069770262426)	(82, 36.65550340718557)	(84, 36.663500883538774)	(86, 36.66741361480625)	(88, 36.655893791088346)	(90, 36.62719955381365)	(92, 36.6055495739451)	(94, 36.57125074745835)	(96, 36.50404684373594)	(98, 36.45294693198778)	(100, 36.485326200882405)
NDC_SRR21498400	(1, 32.74693829816831)	(2, 32.82587226390372)	(3, 32.840742145081535)	(4, 32.81743821066707)	(5, 32.85701064373985)	(6, 36.557152608882944)	(7, 36.778211014834824)	(8, 36.88213499645508)	(9, 36.92823861137785)	(10, 36.94928293860555)	(12, 36.943676128765915)	(14, 36.92933854676156)	(16, 36.94032724339702)	(18, 36.958619488544066)	(20, 36.95792957496836)	(22, 36.954224234252024)	(24, 36.950714088596115)	(26, 36.921173167185685)	(28, 36.914321287704055)	(30, 36.90480384579141)	(32, 36.86451906292909)	(34, 36.88013803319662)	(36, 36.88368057113626)	(38, 36.86915831104669)	(40, 36.85487836206664)	(42, 36.862200140001974)	(44, 36.86822622658781)	(46, 36.86091089906396)	(48, 36.85828824589193)	(50, 36.86376198093819)	(52, 36.85452358943523)	(54, 36.83605718317823)	(56, 36.82519006277653)	(58, 36.81656432013784)	(60, 36.804452971452164)	(62, 36.79963521520816)	(64, 36.80041445296024)	(66, 36.785471794313764)	(68, 36.78122517993843)	(70, 36.77252427598338)	(72, 36.75744251281108)	(74, 36.7475602019708)	(76, 36.664832833379705)	(78, 36.68364041031348)	(80, 36.68072973224622)	(82, 36.6689913856157)	(84, 36.64253810790922)	(86, 36.634293921132226)	(88, 36.617868088524325)	(90, 36.60327122802373)	(92, 36.565107508727685)	(94, 36.547280815017906)	(96, 36.538598981844615)	(98, 36.508134389555494)	(100, 36.50470263042171)
NDC_SRR21498528	(1, 32.73352197334756)	(2, 32.808414519170334)	(3, 32.80631344875531)	(4, 32.78172279044372)	(5, 32.82529212616422)	(6, 36.49452253522021)	(7, 36.67991749677796)	(8, 36.79135239891054)	(9, 36.836523627221304)	(10, 36.87524601768788)	(12, 36.861865433086365)	(14, 36.83649505742529)	(16, 36.84480192401704)	(18, 36.870640526890526)	(20, 36.87341140030094)	(22, 36.87024233535861)	(24, 36.8705036299513)	(26, 36.84815966865386)	(28, 36.83581295354551)	(30, 36.82683489514885)	(32, 36.78780061774248)	(34, 36.80407984623101)	(36, 36.81289958034144)	(38, 36.79656360906361)	(40, 36.781880321124504)	(42, 36.78921502104642)	(44, 36.80016578417741)	(46, 36.79607494651099)	(48, 36.795923963075126)	(50, 36.802877137179465)	(52, 36.790993689249504)	(54, 36.77820414230298)	(56, 36.77048414693763)	(58, 36.76305401596099)	(60, 36.75072614898196)	(62, 36.74866594924734)	(64, 36.75043291177012)	(66, 36.73802647785206)	(68, 36.737110061964714)	(70, 36.72662197080802)	(72, 36.71477542553124)	(74, 36.70764388860319)	(76, 36.63241564767728)	(78, 36.65286805039712)	(80, 36.656569624592876)	(82, 36.64562263108775)	(84, 36.622477723495166)	(86, 36.61564874864294)	(88, 36.60364030785543)	(90, 36.587225769638565)	(92, 36.554784766267325)	(94, 36.536165988927614)	(96, 36.53228188547956)	(98, 36.500800351091044)	(100, 36.500747973131695)
NDC_SRR21498546	(1, 32.93150572348568)	(2, 32.96119905666916)	(3, 32.93227513004516)	(4, 32.9717759383201)	(5, 33.009150693168344)	(6, 36.702818238354006)	(7, 36.865290632440015)	(8, 36.94652437094106)	(9, 36.956742305466115)	(10, 37.021388495522174)	(12, 37.00060152326577)	(14, 36.94715036255299)	(16, 37.02575931483011)	(18, 37.05201396732809)	(20, 37.05610263967796)	(22, 37.01171424999016)	(24, 37.04148239309323)	(26, 37.03960945241481)	(28, 37.02747420638266)	(30, 37.02369238348385)	(32, 37.03651578711742)	(34, 36.96186614105381)	(36, 36.99272458897862)	(38, 36.99693958355577)	(40, 36.99240731999258)	(42, 36.98074891402689)	(44, 36.96848863357516)	(46, 36.936240055783145)	(48, 36.91187204155451)	(50, 36.95702749633326)	(52, 36.986004457219494)	(54, 36.948394736004104)	(56, 36.95764681475987)	(58, 36.95903436901169)	(60, 36.90939289467325)	(62, 36.937599278265736)	(64, 36.944174941416456)	(66, 36.934353300440385)	(68, 36.93644481720624)	(70, 36.73124167607937)	(72, 36.81422741840919)	(74, 36.86501632940154)	(76, 36.87899653556316)	(78, 36.87471890670278)	(80, 36.77308769923556)	(82, 36.80268842733861)	(84, 36.81180036920276)	(86, 36.81646562817855)	(88, 36.804679378031025)	(90, 36.779509996197454)	(92, 36.76070940876983)	(94, 36.72967195557578)	(96, 36.66684040363171)	(98, 36.62635500783924)	(100, 36.66413483674345)
NDC_SRR21498683	(1, 32.77665029660617)	(2, 32.85843584855677)	(3, 32.87183843410646)	(4, 32.85993718686253)	(5, 32.90113059022406)	(6, 36.58269064594034)	(7, 36.77619293186473)	(8, 36.87434212064614)	(9, 36.92001744152733)	(10, 36.942732923914804)	(12, 36.90135785938912)	(14, 36.87867757866995)	(16, 36.87785612076074)	(18, 36.90598173984117)	(20, 36.91341789956013)	(22, 36.91685751366762)	(24, 36.91911684410106)	(26, 36.887958871090206)	(28, 36.868568019258646)	(30, 36.841157225296584)	(32, 36.79670329952688)	(34, 36.81178580118869)	(36, 36.814505194301645)	(38, 36.79231439663441)	(40, 36.77440124403209)	(42, 36.777854733249725)	(44, 36.78255248581591)	(46, 36.777332232574594)	(48, 36.77555583305775)	(50, 36.78101286248404)	(52, 36.76615994250565)	(54, 36.75137254388068)	(56, 36.73796186451675)	(58, 36.72886557356493)	(60, 36.71226914321966)	(62, 36.70803016860057)	(64, 36.7090652775112)	(66, 36.69582598145206)	(68, 36.696708978044185)	(70, 36.68193943719984)	(72, 36.66882090598817)	(74, 36.6544457779967)	(76, 36.57558453398002)	(78, 36.59270744767092)	(80, 36.59377326168638)	(82, 36.58024284526091)	(84, 36.552925322872525)	(86, 36.53958992882839)	(88, 36.52287787256533)	(90, 36.503166479995045)	(92, 36.47016029092509)	(94, 36.44509451904886)	(96, 36.43425703024852)	(98, 36.39853902798687)	(100, 36.39394443943399)
NDC_SRR21498728	(1, 32.733221607876615)	(2, 32.79707914111927)	(3, 32.79982546991734)	(4, 32.764565701890824)	(5, 32.80606144942384)	(6, 36.459494027590715)	(7, 36.65899528870211)	(8, 36.75186012742027)	(9, 36.786670415502684)	(10, 36.80883313675189)	(12, 36.80415575589498)	(14, 36.78577002919718)	(16, 36.79069782553775)	(18, 36.80713173788028)	(20, 36.798871989189664)	(22, 36.80038256512308)	(24, 36.79833090155597)	(26, 36.766976030166504)	(28, 36.758437971609226)	(30, 36.745716231075804)	(32, 36.70186023836384)	(34, 36.71400570630321)	(36, 36.71215183927003)	(38, 36.699232302202674)	(40, 36.68138179897849)	(42, 36.68682928669308)	(44, 36.68829738708877)	(46, 36.68223543049433)	(48, 36.67490618136357)	(50, 36.67665100671779)	(52, 36.66502475468)	(54, 36.643906012412366)	(56, 36.629837258463965)	(58, 36.62127035457881)	(60, 36.606262859548295)	(62, 36.59695722998633)	(64, 36.596103439979686)	(66, 36.582967245971716)	(68, 36.57817147247791)	(70, 36.561866096184275)	(72, 36.54344455056285)	(74, 36.52131558785669)	(76, 36.41927856884064)	(78, 36.43024866891491)	(80, 36.42706886774481)	(82, 36.41354484671878)	(84, 36.383395139467154)	(86, 36.372745824797285)	(88, 36.35208765683062)	(90, 36.332744962607265)	(92, 36.29364290181462)	(94, 36.272305600716635)	(96, 36.260376472736255)	(98, 36.22684710740003)	(100, 36.22332147927717)
NDC_SRR21498778	(1, 32.86662542392293)	(2, 32.90386491337049)	(3, 32.8727178968119)	(4, 32.907787205496625)	(5, 32.944937551941315)	(6, 36.65020285675114)	(7, 36.83925485476743)	(8, 36.92373139069291)	(9, 36.94719208003913)	(10, 36.99418525270067)	(12, 36.971779892385214)	(14, 36.921288280008326)	(16, 36.99523225983718)	(18, 37.01849576260429)	(20, 37.02868077382897)	(22, 36.979512624736735)	(24, 37.01004861678834)	(26, 37.01146785238144)	(28, 36.99940844026263)	(30, 36.995447923842534)	(32, 37.00513898127602)	(34, 36.929249793927326)	(36, 36.96335460917281)	(38, 36.96792727849233)	(40, 36.963111158503594)	(42, 36.94981629771055)	(44, 36.940734149048225)	(46, 36.90733387383331)	(48, 36.88775259770045)	(50, 36.93241690941209)	(52, 36.955857146645315)	(54, 36.92018866157423)	(56, 36.930768610153386)	(58, 36.929310868168216)	(60, 36.8786286985178)	(62, 36.91105601735016)	(64, 36.9145009994736)	(66, 36.90236217673672)	(68, 36.90829808517445)	(70, 36.699413884756154)	(72, 36.78205325673805)	(74, 36.83250368279083)	(76, 36.85148507729206)	(78, 36.848239961679795)	(80, 36.749096862899755)	(82, 36.77557261684927)	(84, 36.78274538445177)	(86, 36.78816110397403)	(88, 36.77422108480265)	(90, 36.74648110817165)	(92, 36.72805657534022)	(94, 36.693687857312526)	(96, 36.6367484694767)	(98, 36.59381638121159)	(100, 36.63047150442358)
