"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","intermediate filament","12","1039","47","13004","9.52e-4","1.87e-2","3.20","4.40e-1","1.78e-2","2.40e-4","ENSG00000096696,ENSG00000175084,ENSG00000169991,ENSG00000152936,ENSG00000205420,ENSG00000171401,ENSG00000171346,ENSG00000186081,ENSG00000138587,ENSG00000186847,ENSG00000057294,ENSG00000128422"
"GOTERM_CC_DIRECT","inner dynein arm","5","1039","7","13004","1.16e-3","2.19e-2","8.94","5.07e-1","2.08e-2","5.91e-5","ENSG00000118997,ENSG00000183914,ENSG00000158486,ENSG00000174844,ENSG00000162643"
"GOTERM_CC_DIRECT","external side of plasma membrane","39","1039","285","13004","1.19e-3","2.19e-2","1.71","5.15e-1","2.08e-2","6.35e-4","ENSG00000149294,ENSG00000126353,ENSG00000151892,ENSG00000159958,ENSG00000181143,ENSG00000114923,ENSG00000134258,ENSG00000091181,ENSG00000006016,ENSG00000154269,ENSG00000115594,ENSG00000162692,ENSG00000188488,ENSG00000143297,ENSG00000169604,ENSG00000135318,ENSG00000177455,ENSG00000177675,ENSG00000105369,ENSG00000152990,ENSG00000154096,ENSG00000178562,ENSG00000132185,ENSG00000171595,ENSG00000138448,ENSG00000026751,ENSG00000156738,ENSG00000007312,ENSG00000114455,ENSG00000118004,ENSG00000134460,ENSG00000186891,ENSG00000138185,ENSG00000152092,ENSG00000139193,ENSG00000143387,ENSG00000107562,ENSG00000272398,ENSG00000123496"
"GOTERM_CC_DIRECT","voltage-gated potassium channel complex","11","1039","47","13004","3.42e-3","6.12e-2","2.93","8.76e-1","5.81e-2","9.60e-4","ENSG00000104783,ENSG00000156113,ENSG00000132535,ENSG00000145936,ENSG00000132639,ENSG00000183908,ENSG00000171385,ENSG00000153822,ENSG00000082482,ENSG00000150672,ENSG00000152049"
"GOTERM_CC_DIRECT","outer dynein arm","5","1039","9","13004","3.67e-3","6.30e-2","6.95","8.93e-1","5.98e-2","3.09e-4","ENSG00000122735,ENSG00000105479,ENSG00000007174,ENSG00000156042,ENSG00000171595"
"GOTERM_CC_DIRECT","dynein axonemal particle","7","1039","20","13004","3.73e-3","6.30e-2","4.38","8.97e-1","5.98e-2","6.24e-4","ENSG00000122735,ENSG00000166246,ENSG00000181322,ENSG00000004838,ENSG00000129295,ENSG00000171595,ENSG00000167646"
"GOTERM_CC_DIRECT","cornified envelope","8","1039","27","13004","4.34e-3","6.83e-2","3.71","9.29e-1","6.48e-2","9.07e-4","ENSG00000134757,ENSG00000096696,ENSG00000163207,ENSG00000186847,ENSG00000057294,ENSG00000128422,ENSG00000134762,ENSG00000206075"
"GOTERM_CC_DIRECT","thrombospondin complex","4","1039","5","13004","4.49e-3","6.83e-2","10.01","9.35e-1","6.48e-2","1.90e-4","ENSG00000186340,ENSG00000113296,ENSG00000105664,ENSG00000169231"
"GOTERM_CC_DIRECT","9+0 motile cilium","4","1039","5","13004","4.49e-3","6.83e-2","10.01","9.35e-1","6.48e-2","1.90e-4","ENSG00000151023,ENSG00000105877,ENSG00000204815,ENSG00000213085"
"GOTERM_CC_DIRECT","IgG immunoglobulin complex","4","1039","5","13004","4.49e-3","6.83e-2","10.01","9.35e-1","6.48e-2","1.90e-4","ENSG00000211677,ENSG00000254709,ENSG00000211679,ENSG00000211592"
"GOTERM_CC_DIRECT","sperm midpiece","21","1039","135","13004","5.14e-3","7.54e-2","1.95","9.57e-1","7.15e-2","2.35e-3","ENSG00000100360,ENSG00000152582,ENSG00000151023,ENSG00000181378,ENSG00000136449,ENSG00000105479,ENSG00000077327,ENSG00000145491,ENSG00000092850,ENSG00000158023,ENSG00000166596,ENSG00000118997,ENSG00000142583,ENSG00000122507,ENSG00000141294,ENSG00000188931,ENSG00000187726,ENSG00000105792,ENSG00000164972,ENSG00000213085,ENSG00000122970"
"GOTERM_CC_DIRECT","cell junction","28","1039","201","13004","5.20e-3","7.54e-2","1.74","9.58e-1","7.15e-2","2.70e-3","ENSG00000134757,ENSG00000003989,ENSG00000096696,ENSG00000132535,ENSG00000132470,ENSG00000166250,ENSG00000057294,ENSG00000198947,ENSG00000185070,ENSG00000117472,ENSG00000101311,ENSG00000163347,ENSG00000072110,ENSG00000137975,ENSG00000150672,ENSG00000134762,ENSG00000173898,ENSG00000170558,ENSG00000165376,ENSG00000062038,ENSG00000188158,ENSG00000169851,ENSG00000120262,ENSG00000188910,ENSG00000148357,ENSG00000143341,ENSG00000078900,ENSG00000160469"
"GOTERM_CC_DIRECT","secretory granule","13","1039","66","13004","5.51e-3","7.80e-2","2.47","9.65e-1","7.41e-2","1.90e-3","ENSG00000108821,ENSG00000137648,ENSG00000149021,ENSG00000135245,ENSG00000171951,ENSG00000198947,ENSG00000175426,ENSG00000160180,ENSG00000100448,ENSG00000188257,ENSG00000167759,ENSG00000092009,ENSG00000017427"
"GOTERM_CC_DIRECT","ciliary basal body","39","1039","316","13004","7.11e-3","9.84e-2","1.54","9.87e-1","9.34e-2","4.24e-3","ENSG00000103494,ENSG00000198003,ENSG00000214413,ENSG00000203780,ENSG00000138119,ENSG00000134874,ENSG00000135205,ENSG00000131044,ENSG00000162571,ENSG00000183690,ENSG00000158163,ENSG00000188343,ENSG00000156042,ENSG00000270765,ENSG00000166813,ENSG00000163885,ENSG00000122970,ENSG00000103021,ENSG00000095397,ENSG00000102271,ENSG00000215217,ENSG00000139537,ENSG00000153789,ENSG00000117724,ENSG00000111087,ENSG00000138587,ENSG00000173947,ENSG00000119636,ENSG00000122507,ENSG00000079974,ENSG00000120262,ENSG00000188931,ENSG00000149201,ENSG00000078900,ENSG00000257057,ENSG00000144134,ENSG00000165698,ENSG00000161996,ENSG00000160401"
"GOTERM_CC_DIRECT","presynaptic membrane","16","1039","95","13004","8.03e-3","1.09e-1","2.11","9.93e-1","1.03e-1","3.34e-3","ENSG00000114948,ENSG00000133216,ENSG00000064692,ENSG00000108947,ENSG00000132639,ENSG00000105737,ENSG00000110400,ENSG00000021645,ENSG00000110076,ENSG00000185070,ENSG00000139220,ENSG00000116032,ENSG00000087258,ENSG00000186479,ENSG00000102468,ENSG00000183454"
"GOTERM_CC_DIRECT","axonemal central apparatus","4","1039","6","13004","8.44e-3","1.12e-1","8.34","9.94e-1","1.06e-1","5.33e-4","ENSG00000181378,ENSG00000136449,ENSG00000101222,ENSG00000157423"
"GOTERM_CC_DIRECT","parallel fiber to Purkinje cell synapse","6","1039","17","13004","8.82e-3","1.14e-1","4.42","9.95e-1","1.08e-1","1.47e-3","ENSG00000143502,ENSG00000087258,ENSG00000143847,ENSG00000101333,ENSG00000125675,ENSG00000173898"
"GOTERM_CC_DIRECT","interstitial matrix","5","1039","12","13004","1.19e-2","1.51e-1","5.21","9.99e-1","1.43e-1","1.59e-3","ENSG00000106823,ENSG00000164318,ENSG00000041982,ENSG00000091986,ENSG00000187955"
"GOTERM_CC_DIRECT","cytoskeleton","73","1039","695","13004","1.26e-2","1.57e-1","1.31","1.00e+0","1.49e-1","8.80e-3","ENSG00000103494,ENSG00000128591,ENSG00000243910,ENSG00000198467,ENSG00000077157,ENSG00000196169,ENSG00000243156,ENSG00000171346,ENSG00000135205,ENSG00000131044,ENSG00000179902,ENSG00000198947,ENSG00000196923,ENSG00000122735,ENSG00000061656,ENSG00000171617,ENSG00000089101,ENSG00000187017,ENSG00000101311,ENSG00000147799,ENSG00000186847,ENSG00000164972,ENSG00000163885,ENSG00000102271,ENSG00000077327,ENSG00000072110,ENSG00000172361,ENSG00000172403,ENSG00000078053,ENSG00000173898,ENSG00000168589,ENSG00000120885,ENSG00000186710,ENSG00000145362,ENSG00000101222,ENSG00000108852,ENSG00000166963,ENSG00000183963,ENSG00000167216,ENSG00000161996,ENSG00000163017,ENSG00000096696,ENSG00000175084,ENSG00000131746,ENSG00000132639,ENSG00000070540,ENSG00000078269,ENSG00000096093,ENSG00000171401,ENSG00000134775,ENSG00000130176,ENSG00000159713,ENSG00000170624,ENSG00000116141,ENSG00000086015,ENSG00000071909,ENSG00000270765,ENSG00000166813,ENSG00000143494,ENSG00000204815,ENSG00000107796,ENSG00000163346,ENSG00000131711,ENSG00000131435,ENSG00000156475,ENSG00000154330,ENSG00000197748,ENSG00000114473,ENSG00000157483,ENSG00000186973,ENSG00000122367,ENSG00000143322,ENSG00000128422"
"GOTERM_CC_DIRECT","keratin filament","6","1039","19","13004","1.45e-2","1.77e-1","3.95","1.00e+0","1.68e-1","2.81e-3","ENSG00000205420,ENSG00000171401,ENSG00000171346,ENSG00000186081,ENSG00000186847,ENSG00000128422"
"GOTERM_CC_DIRECT","GABA-ergic synapse","13","1039","76","13004","1.67e-2","1.90e-1","2.14","1.00e+0","1.80e-1","6.79e-3","ENSG00000094755,ENSG00000080854,ENSG00000171385,ENSG00000157103,ENSG00000021645,ENSG00000198947,ENSG00000157766,ENSG00000140285,ENSG00000087258,ENSG00000172915,ENSG00000125869,ENSG00000054803,ENSG00000121871"
