"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","regulation of heart rate by cardiac conduction","7","993","32","12477","3.78e-2","1.00e+0","2.75","1.00e+0","9.91e-1","1.14e-2","ENSG00000096696,ENSG00000006283,ENSG00000171385,ENSG00000145362,ENSG00000057294,ENSG00000138622,ENSG00000152049"
"GOTERM_BP_DIRECT","positive regulation of fibroblast proliferation","9","993","49","12477","3.79e-2","1.00e+0","2.31","1.00e+0","9.91e-1","1.40e-2","ENSG00000114251,ENSG00000077942,ENSG00000174808,ENSG00000064300,ENSG00000134057,ENSG00000115414,ENSG00000135744,ENSG00000017427,ENSG00000170962"
"GOTERM_BP_DIRECT","cellular response to potassium ion","4","993","10","12477","3.94e-2","1.00e+0","5.03","1.00e+0","9.91e-1","5.67e-3","ENSG00000069431,ENSG00000132535,ENSG00000108852,ENSG00000150672"
"GOTERM_BP_DIRECT","thyroid hormone generation","4","993","10","12477","3.94e-2","1.00e+0","5.03","1.00e+0","9.91e-1","5.67e-3","ENSG00000105641,ENSG00000211448,ENSG00000147100,ENSG00000143387"
"GOTERM_BP_DIRECT","chemokine-mediated signaling pathway","8","993","41","12477","4.09e-2","1.00e+0","2.45","1.00e+0","9.91e-1","1.41e-2","ENSG00000156234,ENSG00000137077,ENSG00000181374,ENSG00000124875,ENSG00000054598,ENSG00000102962,ENSG00000172156,ENSG00000107562"
"GOTERM_BP_DIRECT","camera-type eye development","8","993","41","12477","4.09e-2","1.00e+0","2.45","1.00e+0","9.91e-1","1.41e-2","ENSG00000170624,ENSG00000123096,ENSG00000182704,ENSG00000166147,ENSG00000048342,ENSG00000054598,ENSG00000205084,ENSG00000198947"
"GOTERM_BP_DIRECT","middle ear morphogenesis","5","993","17","12477","4.10e-2","1.00e+0","3.70","1.00e+0","9.91e-1","8.71e-3","ENSG00000116132,ENSG00000104313,ENSG00000143867,ENSG00000126778,ENSG00000164920"
"GOTERM_BP_DIRECT","central nervous system neuron differentiation","5","993","17","12477","4.10e-2","1.00e+0","3.70","1.00e+0","9.91e-1","8.71e-3","ENSG00000162670,ENSG00000064309,ENSG00000128602,ENSG00000138696,ENSG00000160469"
"GOTERM_BP_DIRECT","cell development","7","993","33","12477","4.32e-2","1.00e+0","2.67","1.00e+0","9.91e-1","1.35e-2","ENSG00000117595,ENSG00000150051,ENSG00000150347,ENSG00000121152,ENSG00000101144,ENSG00000017427,ENSG00000000971"
"GOTERM_BP_DIRECT","positive regulation of epithelial cell proliferation","9","993","51","12477","4.66e-2","1.00e+0","2.22","1.00e+0","9.91e-1","1.80e-2","ENSG00000114251,ENSG00000104313,ENSG00000140285,ENSG00000143867,ENSG00000124813,ENSG00000119508,ENSG00000128602,ENSG00000017427,ENSG00000164920"
"GOTERM_BP_DIRECT","regulation of heart contraction","6","993","26","12477","5.10e-2","1.00e+0","2.90","1.00e+0","9.91e-1","1.45e-2","ENSG00000175084,ENSG00000087258,ENSG00000198523,ENSG00000171385,ENSG00000173641,ENSG00000018625"
"GOTERM_BP_DIRECT","antibacterial humoral response","6","993","26","12477","5.10e-2","1.00e+0","2.90","1.00e+0","9.91e-1","1.45e-2","ENSG00000239951,ENSG00000100448,ENSG00000276173,ENSG00000101443,ENSG00000091513,ENSG00000132465"
"GOTERM_BP_DIRECT","response to amyloid-beta","4","993","11","12477","5.10e-2","1.00e+0","4.57","1.00e+0","9.91e-1","8.36e-3","ENSG00000149968,ENSG00000262406,ENSG00000137745,ENSG00000087245"
"GOTERM_BP_DIRECT","retinal metabolic process","4","993","11","12477","5.10e-2","1.00e+0","4.57","1.00e+0","9.91e-1","8.36e-3","ENSG00000197580,ENSG00000186684,ENSG00000184254,ENSG00000187134"
"GOTERM_BP_DIRECT","cellular response to vitamin D","4","993","11","12477","5.10e-2","1.00e+0","4.57","1.00e+0","9.91e-1","8.36e-3","ENSG00000019186,ENSG00000064309,ENSG00000181195,ENSG00000041982"
"GOTERM_BP_DIRECT","skin morphogenesis","4","993","11","12477","5.10e-2","1.00e+0","4.57","1.00e+0","9.91e-1","8.36e-3","ENSG00000108821,ENSG00000164692,ENSG00000132470,ENSG00000073282"
"GOTERM_BP_DIRECT","negative regulation of canonical Wnt signaling pathway","16","993","120","12477","5.31e-2","1.00e+0","1.68","1.00e+0","9.91e-1","2.82e-2","ENSG00000134504,ENSG00000115457,ENSG00000110492,ENSG00000111186,ENSG00000111087,ENSG00000170558,ENSG00000064309,ENSG00000114251,ENSG00000122870,ENSG00000164932,ENSG00000106483,ENSG00000101311,ENSG00000181449,ENSG00000141753,ENSG00000019549,ENSG00000145423"
"GOTERM_BP_DIRECT","potassium ion transport","11","993","71","12477","5.33e-2","1.00e+0","1.95","1.00e+0","9.91e-1","2.39e-2","ENSG00000104783,ENSG00000069431,ENSG00000132259,ENSG00000156113,ENSG00000145936,ENSG00000143603,ENSG00000171385,ENSG00000075673,ENSG00000153822,ENSG00000018625,ENSG00000138622"
"GOTERM_BP_DIRECT","negative regulation of heart contraction","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000198523,ENSG00000174437,ENSG00000018625"
"GOTERM_BP_DIRECT","sperm mitochondrial sheath assembly","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000181378,ENSG00000141294,ENSG00000089101"
"GOTERM_BP_DIRECT","SA node cell action potential","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000006283,ENSG00000145362,ENSG00000138622"
"GOTERM_BP_DIRECT","protein localization to motile cilium","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000105877,ENSG00000129295,ENSG00000204815"
"GOTERM_BP_DIRECT","peripheral nervous system axon regeneration","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000131711,ENSG00000087245,ENSG00000041982"
"GOTERM_BP_DIRECT","embryonic skeletal joint morphogenesis","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000143867,ENSG00000101144,ENSG00000164920"
"GOTERM_BP_DIRECT","regulation of chemokine production","3","993","5","12477","5.37e-2","1.00e+0","7.54","1.00e+0","9.91e-1","4.45e-3","ENSG00000124875,ENSG00000169429,ENSG00000019549"
"GOTERM_BP_DIRECT","humoral immune response","7","993","35","12477","5.55e-2","1.00e+0","2.51","1.00e+0","9.91e-1","1.86e-2","ENSG00000146072,ENSG00000110777,ENSG00000178562,ENSG00000156738,ENSG00000169508,ENSG00000129654,ENSG00000132465"
"GOTERM_BP_DIRECT","chemical synaptic transmission","16","993","121","12477","5.64e-2","1.00e+0","1.66","1.00e+0","9.91e-1","3.02e-2","ENSG00000136449,ENSG00000132535,ENSG00000132639,ENSG00000171385,ENSG00000181195,ENSG00000157103,ENSG00000150672,ENSG00000110076,ENSG00000078053,ENSG00000168081,ENSG00000145936,ENSG00000171408,ENSG00000006283,ENSG00000102468,ENSG00000183454,ENSG00000108852"
"GOTERM_BP_DIRECT","cell adhesion mediated by integrin","6","993","27","12477","5.87e-2","1.00e+0","2.79","1.00e+0","9.91e-1","1.74e-2","ENSG00000162692,ENSG00000166147,ENSG00000105855,ENSG00000138448,ENSG00000132470,ENSG00000084636"
"GOTERM_BP_DIRECT","ventricular system development","5","993","19","12477","5.89e-2","1.00e+0","3.31","1.00e+0","9.91e-1","1.43e-2","ENSG00000143126,ENSG00000169126,ENSG00000117724,ENSG00000157423,ENSG00000112981"
"GOTERM_BP_DIRECT","potassium ion transmembrane transport","12","993","82","12477","5.93e-2","1.00e+0","1.84","1.00e+0","9.91e-1","2.83e-2","ENSG00000104783,ENSG00000069431,ENSG00000156113,ENSG00000145936,ENSG00000143603,ENSG00000132639,ENSG00000183908,ENSG00000171385,ENSG00000153822,ENSG00000082482,ENSG00000018625,ENSG00000138622"
"GOTERM_BP_DIRECT","positive regulation of cytosolic calcium ion concentration","13","993","92","12477","6.01e-2","1.00e+0","1.78","1.00e+0","9.91e-1","2.98e-2","ENSG00000213694,ENSG00000126353,ENSG00000156234,ENSG00000132535,ENSG00000173175,ENSG00000138448,ENSG00000166148,ENSG00000168398,ENSG00000102468,ENSG00000169429,ENSG00000272398,ENSG00000141433,ENSG00000143322"
"GOTERM_BP_DIRECT","ossification","10","993","63","12477","6.01e-2","1.00e+0","1.99","1.00e+0","9.91e-1","2.62e-2","ENSG00000054938,ENSG00000108821,ENSG00000128606,ENSG00000124813,ENSG00000122691,ENSG00000159216,ENSG00000101144,ENSG00000157227,ENSG00000118785,ENSG00000196923"
"GOTERM_BP_DIRECT","sensory perception of sound","15","993","112","12477","6.02e-2","1.00e+0","1.68","1.00e+0","9.91e-1","3.18e-2","ENSG00000095397,ENSG00000104313,ENSG00000108821,ENSG00000030419,ENSG00000105928,ENSG00000137203,ENSG00000165474,ENSG00000139263,ENSG00000071909,ENSG00000184564,ENSG00000187017,ENSG00000126778,ENSG00000100473,ENSG00000166402,ENSG00000019549"
"GOTERM_BP_DIRECT","negative regulation of epithelial to mesenchymal transition","7","993","36","12477","6.23e-2","1.00e+0","2.44","1.00e+0","9.91e-1","2.15e-2","ENSG00000164056,ENSG00000168675,ENSG00000116141,ENSG00000044524,ENSG00000188766,ENSG00000144730,ENSG00000145423"
"GOTERM_BP_DIRECT","lung development","11","993","73","12477","6.24e-2","1.00e+0","1.89","1.00e+0","9.91e-1","2.88e-2","ENSG00000114251,ENSG00000166147,ENSG00000140285,ENSG00000154099,ENSG00000168542,ENSG00000141519,ENSG00000170482,ENSG00000204815,ENSG00000111087,ENSG00000157227,ENSG00000167646"
"GOTERM_BP_DIRECT","epithelial to mesenchymal transition","8","993","45","12477","6.29e-2","1.00e+0","2.23","1.00e+0","9.91e-1","2.41e-2","ENSG00000149294,ENSG00000114251,ENSG00000100644,ENSG00000101447,ENSG00000162552,ENSG00000101144,ENSG00000017427,ENSG00000019549"
"GOTERM_BP_DIRECT","sterol transport","4","993","12","12477","6.41e-2","1.00e+0","4.19","1.00e+0","9.91e-1","1.18e-2","ENSG00000070882,ENSG00000100979,ENSG00000079156,ENSG00000138823"
"GOTERM_BP_DIRECT","uterus development","4","993","12","12477","6.41e-2","1.00e+0","4.19","1.00e+0","9.91e-1","1.18e-2","ENSG00000142156,ENSG00000114251,ENSG00000141052,ENSG00000123243"
"GOTERM_BP_DIRECT","heparan sulfate proteoglycan catabolic process","4","993","12","12477","6.41e-2","1.00e+0","4.19","1.00e+0","9.91e-1","1.18e-2","ENSG00000137573,ENSG00000196562,ENSG00000063660,ENSG00000172987"
"GOTERM_BP_DIRECT","synapse assembly","10","993","64","12477","6.53e-2","1.00e+0","1.96","1.00e+0","9.91e-1","2.89e-2","ENSG00000170558,ENSG00000131711,ENSG00000069188,ENSG00000184564,ENSG00000198753,ENSG00000221866,ENSG00000164318,ENSG00000187957,ENSG00000110076,ENSG00000173898"
"GOTERM_BP_DIRECT","BMP signaling pathway","10","993","64","12477","6.53e-2","1.00e+0","1.96","1.00e+0","9.91e-1","2.89e-2","ENSG00000105664,ENSG00000150593,ENSG00000114251,ENSG00000095951,ENSG00000124813,ENSG00000182175,ENSG00000138696,ENSG00000101144,ENSG00000090539,ENSG00000145423"
"GOTERM_BP_DIRECT","endochondral ossification","6","993","28","12477","6.69e-2","1.00e+0","2.69","1.00e+0","9.91e-1","2.07e-2","ENSG00000156103,ENSG00000108821,ENSG00000124813,ENSG00000137745,ENSG00000054598,ENSG00000157227"
"GOTERM_BP_DIRECT","male gonad development","11","993","74","12477","6.72e-2","1.00e+0","1.87","1.00e+0","9.91e-1","3.15e-2","ENSG00000151892,ENSG00000114251,ENSG00000100625,ENSG00000100290,ENSG00000129295,ENSG00000150347,ENSG00000277893,ENSG00000123131,ENSG00000162552,ENSG00000157227,ENSG00000145423"
"GOTERM_BP_DIRECT","cell morphogenesis","12","993","84","12477","6.82e-2","1.00e+0","1.79","1.00e+0","9.91e-1","3.34e-2","ENSG00000170558,ENSG00000142156,ENSG00000120885,ENSG00000062038,ENSG00000198003,ENSG00000156042,ENSG00000128536,ENSG00000124215,ENSG00000135205,ENSG00000112186,ENSG00000197748,ENSG00000167646"
"GOTERM_BP_DIRECT","response to nicotine","5","993","20","12477","6.92e-2","1.00e+0","3.14","1.00e+0","9.91e-1","1.79e-2","ENSG00000162692,ENSG00000181195,ENSG00000087245,ENSG00000018625,ENSG00000168081"
"GOTERM_BP_DIRECT","protein localization to cilium","7","993","37","12477","6.96e-2","1.00e+0","2.38","1.00e+0","9.91e-1","2.48e-2","ENSG00000158163,ENSG00000122507,ENSG00000141519,ENSG00000004838,ENSG00000129295,ENSG00000134874,ENSG00000166402"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell proliferation","10","993","65","12477","7.07e-2","1.00e+0","1.93","1.00e+0","9.91e-1","3.18e-2","ENSG00000113296,ENSG00000114251,ENSG00000140285,ENSG00000100644,ENSG00000198753,ENSG00000143494,ENSG00000172156,ENSG00000171951,ENSG00000107562,ENSG00000142798"
"GOTERM_BP_DIRECT","cell chemotaxis","10","993","66","12477","7.63e-2","1.00e+0","1.90","1.00e+0","9.91e-1","3.49e-2","ENSG00000162692,ENSG00000126353,ENSG00000145824,ENSG00000137077,ENSG00000163739,ENSG00000198753,ENSG00000102962,ENSG00000172156,ENSG00000169508,ENSG00000107562"
"GOTERM_BP_DIRECT","trans-synaptic signaling, modulating synaptic transmission","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000082196,ENSG00000054803,ENSG00000021645"
"GOTERM_BP_DIRECT","motor neuron migration","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000143126,ENSG00000065320,ENSG00000104290"
"GOTERM_BP_DIRECT","AMP catabolic process","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000135318,ENSG00000138185,ENSG00000158125"
"GOTERM_BP_DIRECT","regulation of insulin-like growth factor receptor signaling pathway","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000115461,ENSG00000115457,ENSG00000141753"
"GOTERM_BP_DIRECT","striated muscle tissue development","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000104313,ENSG00000154330,ENSG00000064655"
"GOTERM_BP_DIRECT","metanephric mesenchyme development","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000143867,ENSG00000100625,ENSG00000126778"
"GOTERM_BP_DIRECT","bone trabecula formation","3","993","6","12477","7.64e-2","1.00e+0","6.28","1.00e+0","9.91e-1","8.37e-3","ENSG00000108821,ENSG00000169231,ENSG00000087245"
"GOTERM_BP_DIRECT","embryo implantation","7","993","38","12477","7.73e-2","1.00e+0","2.31","1.00e+0","9.91e-1","2.83e-2","ENSG00000077942,ENSG00000067445,ENSG00000149021,ENSG00000062716,ENSG00000142798,ENSG00000159713,ENSG00000118785"
"GOTERM_BP_DIRECT","muscle structure development","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000154553,ENSG00000131435,ENSG00000122367,ENSG00000196923"
"GOTERM_BP_DIRECT","commissural neuron axon guidance","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000149294,ENSG00000133216,ENSG00000104290,ENSG00000128602"
"GOTERM_BP_DIRECT","digestive tract morphogenesis","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000100644,ENSG00000078900,ENSG00000111087,ENSG00000145423"
"GOTERM_BP_DIRECT","lateral ventricle development","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000105245,ENSG00000103494,ENSG00000182704,ENSG00000196092"
"GOTERM_BP_DIRECT","positive regulation of branching involved in ureteric bud morphogenesis","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000100625,ENSG00000128602,ENSG00000126778,ENSG00000135744"
"GOTERM_BP_DIRECT","neurotransmitter receptor localization to postsynaptic specialization membrane","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000132535,ENSG00000121957,ENSG00000021645,ENSG00000150672"
"GOTERM_BP_DIRECT","induction of positive chemotaxis","4","993","13","12477","7.86e-2","1.00e+0","3.87","1.00e+0","9.91e-1","1.59e-2","ENSG00000117407,ENSG00000171951,ENSG00000107562,ENSG00000169429"
"GOTERM_BP_DIRECT","acrosome assembly","5","993","21","12477","8.03e-2","1.00e+0","2.99","1.00e+0","9.91e-1","2.20e-2","ENSG00000128596,ENSG00000181378,ENSG00000136449,ENSG00000198523,ENSG00000087903"
"GOTERM_BP_DIRECT","embryonic hindlimb morphogenesis","5","993","21","12477","8.03e-2","1.00e+0","2.99","1.00e+0","9.91e-1","2.20e-2","ENSG00000103494,ENSG00000143867,ENSG00000122691,ENSG00000073282,ENSG00000164920"
"GOTERM_BP_DIRECT","spermatid development","10","993","67","12477","8.23e-2","1.00e+0","1.88","1.00e+0","9.91e-1","3.82e-2","ENSG00000114473,ENSG00000166596,ENSG00000071539,ENSG00000165309,ENSG00000160188,ENSG00000135205,ENSG00000111087,ENSG00000087903,ENSG00000174844,ENSG00000112981"
"GOTERM_BP_DIRECT","response to bacterium","11","993","77","12477","8.32e-2","1.00e+0","1.79","1.00e+0","9.91e-1","4.06e-2","ENSG00000107611,ENSG00000114638,ENSG00000177694,ENSG00000196344,ENSG00000090104,ENSG00000148346,ENSG00000156738,ENSG00000143341,ENSG00000091986,ENSG00000007312,ENSG00000183778"
"GOTERM_BP_DIRECT","sodium ion transmembrane transport","12","993","87","12477","8.33e-2","1.00e+0","1.73","1.00e+0","9.91e-1","4.23e-2","ENSG00000105641,ENSG00000088836,ENSG00000143867,ENSG00000130821,ENSG00000188687,ENSG00000170482,ENSG00000110881,ENSG00000183454,ENSG00000157103,ENSG00000018625,ENSG00000138622,ENSG00000197506"
"GOTERM_BP_DIRECT","retina development in camera-type eye","8","993","48","12477","8.34e-2","1.00e+0","2.09","1.00e+0","9.91e-1","3.42e-2","ENSG00000162571,ENSG00000188687,ENSG00000133083,ENSG00000153208,ENSG00000110400,ENSG00000138696,ENSG00000132386,ENSG00000166402"
"GOTERM_BP_DIRECT","Notch signaling pathway","12","993","88","12477","8.87e-2","1.00e+0","1.71","1.00e+0","9.91e-1","4.56e-2","ENSG00000178498,ENSG00000213694,ENSG00000134460,ENSG00000198523,ENSG00000054598,ENSG00000112699,ENSG00000126778,ENSG00000187957,ENSG00000144596,ENSG00000172348,ENSG00000073282,ENSG00000019549"
"GOTERM_BP_DIRECT","positive regulation of gene expression","36","993","349","12477","9.05e-2","1.00e+0","1.30","1.00e+0","9.91e-1","6.40e-2","ENSG00000105855,ENSG00000135925,ENSG00000115414,ENSG00000041982,ENSG00000138696,ENSG00000137203,ENSG00000116141,ENSG00000141052,ENSG00000100644,ENSG00000124813,ENSG00000158286,ENSG00000148346,ENSG00000106483,ENSG00000140403,ENSG00000122691,ENSG00000169429,ENSG00000107796,ENSG00000095397,ENSG00000133216,ENSG00000077942,ENSG00000178562,ENSG00000164938,ENSG00000262406,ENSG00000169855,ENSG00000101605,ENSG00000120885,ENSG00000114251,ENSG00000143867,ENSG00000145362,ENSG00000128602,ENSG00000188039,ENSG00000054598,ENSG00000101144,ENSG00000017427,ENSG00000164920,ENSG00000163017"
"GOTERM_BP_DIRECT","homeostasis of number of cells","5","993","22","12477","9.23e-2","1.00e+0","2.86","1.00e+0","9.91e-1","2.66e-2","ENSG00000170558,ENSG00000142156,ENSG00000126353,ENSG00000198003,ENSG00000156042"
"GOTERM_BP_DIRECT","adult behavior","5","993","22","12477","9.23e-2","1.00e+0","2.86","1.00e+0","9.91e-1","2.66e-2","ENSG00000119508,ENSG00000021645,ENSG00000110076,ENSG00000196092,ENSG00000173898"
"GOTERM_BP_DIRECT","odontogenesis of dentin-containing tooth","7","993","40","12477","9.42e-2","1.00e+0","2.20","1.00e+0","9.91e-1","3.65e-2","ENSG00000124813,ENSG00000064300,ENSG00000128602,ENSG00000054598,ENSG00000041982,ENSG00000101144,ENSG00000073282"
"GOTERM_BP_DIRECT","pharyngeal system development","4","993","14","12477","9.44e-2","1.00e+0","3.59","1.00e+0","9.91e-1","2.09e-2","ENSG00000104313,ENSG00000100625,ENSG00000126778,ENSG00000101144"
"GOTERM_BP_DIRECT","keratan sulfate proteoglycan biosynthetic process","4","993","14","12477","9.44e-2","1.00e+0","3.59","1.00e+0","9.91e-1","2.09e-2","ENSG00000121578,ENSG00000183196,ENSG00000122863,ENSG00000179913"
"GOTERM_BP_DIRECT","negative regulation of neuron apoptotic process","15","993","120","12477","9.44e-2","1.00e+0","1.57","1.00e+0","9.91e-1","5.35e-2","ENSG00000132821,ENSG00000110492,ENSG00000006016,ENSG00000170500,ENSG00000119699,ENSG00000120885,ENSG00000135472,ENSG00000001084,ENSG00000100625,ENSG00000100644,ENSG00000119508,ENSG00000078900,ENSG00000126778,ENSG00000142798,ENSG00000106278"
"GOTERM_BP_DIRECT","protein O-linked glycosylation via N-acetyl-galactosamine","6","993","31","12477","9.54e-2","1.00e+0","2.43","1.00e+0","9.91e-1","3.30e-2","ENSG00000140297,ENSG00000100626,ENSG00000187210,ENSG00000073849,ENSG00000172986,ENSG00000179913"
"GOTERM_BP_DIRECT","anatomical structure morphogenesis","13","993","100","12477","9.85e-2","1.00e+0","1.63","1.00e+0","9.91e-1","5.33e-2","ENSG00000213694,ENSG00000182704,ENSG00000104313,ENSG00000105855,ENSG00000083857,ENSG00000176678,ENSG00000111087,ENSG00000157227,ENSG00000142156,ENSG00000100625,ENSG00000182871,ENSG00000164946,ENSG00000054598"

