Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
IPF_SRR21498165	(0.0, 0.0)	(1.0, 1.5603871382905583e-05)	(2.0, 4.6811614148716755e-05)	(3.0, 9.362322829743351e-05)	(4.0, 0.00014043484244615027)	(5.0, 0.00014043484244615027)	(6.0, 0.00015603871382905584)	(7.0, 0.0002028503279777726)	(8.0, 0.0002184541993606782)	(9.0, 0.00028086968489230053)	(10.0, 0.0005149277556358844)	(11.0, 0.000639758726699129)	(12.0, 0.000936232282974335)	(13.0, 0.0015759910096734642)	(14.0, 0.0023873923215845545)	(15.0, 0.004041402688172546)	(16.0, 0.006662853080500684)	(17.0, 0.008114013119110905)	(18.0, 0.010953917710799722)	(19.0, 0.01721107013534486)	(20.0, 0.027041509106575375)	(21.0, 0.040819727537681004)	(22.0, 0.05960678868269933)	(23.0, 0.08413607449662691)	(24.0, 0.11966608963550293)	(25.0, 0.1424945534686938)	(26.0, 0.16602519151411543)	(27.0, 0.22329139948937893)	(28.0, 0.2872828760306747)	(29.0, 0.3693592395047581)	(30.0, 0.47941334436839117)	(31.0, 0.6255904114834507)	(32.0, 0.8201862914996663)	(33.0, 0.9307085125047864)	(34.0, 1.07454499891241)	(35.0, 1.3666338673290197)	(36.0, 1.6793042420996818)	(37.0, 2.001555393899448)	(38.0, 2.3156925325801034)	(39.0, 2.6030378240963095)	(40.0, 2.872906779663662)	(41.0, 3.1411061209930433)	(42.0, 3.2779988846352732)	(43.0, 3.3551132170095928)	(44.0, 3.4930826477772436)	(45.0, 3.5540937848844054)	(46.0, 3.524789714427308)	(47.0, 3.502803859648794)	(48.0, 3.5363521831220415)	(49.0, 3.548882091842515)	(50.0, 3.5323731959194005)	(51.0, 3.5028350673915605)	(52.0, 3.4523097318537115)	(53.0, 3.375632307878114)	(54.0, 3.309347062243531)	(55.0, 3.251066602628379)	(56.0, 3.1032823367608797)	(57.0, 2.9544526115107264)	(58.0, 2.8996674190853446)	(59.0, 2.8263448274570715)	(60.0, 2.6972227917635276)	(61.0, 2.4861960351811123)	(62.0, 2.2005671695170257)	(63.0, 1.898944335685461)	(64.0, 1.5929368139952997)	(65.0, 1.3758869630590829)	(66.0, 1.1679185652677173)	(67.0, 1.033288362976008)	(68.0, 0.9327994312700958)	(69.0, 0.7287163974530737)	(70.0, 0.5555602367169704)	(71.0, 0.4206491647403688)	(72.0, 0.310048924378334)	(73.0, 0.23480705656996323)	(74.0, 0.18109853127000222)	(75.0, 0.15948716940467797)	(76.0, 0.14144909408603912)	(77.0, 0.11119318747458519)	(78.0, 0.08895767075394474)	(79.0, 0.06729949727447179)	(80.0, 0.045376057981489436)	(81.0, 0.03038073758251717)	(82.0, 0.01958285858554651)	(83.0, 0.014589619743016723)	(84.0, 0.011125560296011682)	(85.0, 0.005352127884336615)	(86.0, 0.0020597110225435374)	(87.0, 0.0007333819549965625)	(88.0, 0.0002964735562752061)	(89.0, 0.0001092270996803391)	(90.0, 6.241548553162233e-05)	(91.0, 7.801935691452792e-05)	(92.0, 4.6811614148716755e-05)	(93.0, 1.5603871382905583e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498185	(0.0, 2.1962076545084243e-05)	(1.0, 1.0981038272542122e-05)	(2.0, 3.294311481762637e-05)	(3.0, 4.392415309016849e-05)	(4.0, 5.4905191362710614e-05)	(5.0, 7.686726790779486e-05)	(6.0, 0.00013177245927050547)	(7.0, 0.00023060180372338457)	(8.0, 0.00030746907163117944)	(9.0, 0.0005710139901721903)	(10.0, 0.0006918054111701537)	(11.0, 0.0007686726790779485)	(12.0, 0.0009773124062562488)	(13.0, 0.0014604780902481023)	(14.0, 0.002152283501418256)	(15.0, 0.003316273558307721)	(16.0, 0.0058748554758100355)	(17.0, 0.0075878974463266064)	(18.0, 0.010157460402101463)	(19.0, 0.01629586079645251)	(20.0, 0.02628860562446584)	(21.0, 0.03958664297251435)	(22.0, 0.05819950284447324)	(23.0, 0.08421358251212553)	(24.0, 0.11783752170264952)	(25.0, 0.13773516305249583)	(26.0, 0.16209110594099427)	(27.0, 0.21005628111545827)	(28.0, 0.26950762232300135)	(29.0, 0.34550738820726534)	(30.0, 0.434969907013666)	(31.0, 0.5491617240098315)	(32.0, 0.700480431405462)	(33.0, 0.7903602296662192)	(34.0, 0.9131611806680577)	(35.0, 1.1664717715390596)	(36.0, 1.4492664501718366)	(37.0, 1.775589964516971)	(38.0, 2.08426695035813)	(39.0, 2.363734374394327)	(40.0, 2.6816134703078762)	(41.0, 3.0138008590905483)	(42.0, 3.183315146903781)	(43.0, 3.32771580018771)	(44.0, 3.5638630282387282)	(45.0, 3.6119050706811)	(46.0, 3.539232559393416)	(47.0, 3.5216958412721664)	(48.0, 3.5778199278831293)	(49.0, 3.6241269662784394)	(50.0, 3.6184936936446253)	(51.0, 3.621524460207847)	(52.0, 3.598486241912054)	(53.0, 3.4699971130850384)	(54.0, 3.377240282796875)	(55.0, 3.309706897420741)	(56.0, 3.132681579429089)	(57.0, 2.979990242249391)	(58.0, 2.923350046839619)	(59.0, 2.851731715226099)	(60.0, 2.6801090680645383)	(61.0, 2.4615534633261325)	(62.0, 2.2470718237868397)	(63.0, 2.0049179678007407)	(64.0, 1.7127235204066675)	(65.0, 1.480342788483131)	(66.0, 1.288218542866734)	(67.0, 1.173323939421126)	(68.0, 1.0692236965974264)	(69.0, 0.8541710430679617)	(70.0, 0.671534414519041)	(71.0, 0.5139784773846066)	(72.0, 0.36313195463469544)	(73.0, 0.2669819835203166)	(74.0, 0.21258191991814293)	(75.0, 0.1930137097164729)	(76.0, 0.16865776682797445)	(77.0, 0.12440418258962971)	(78.0, 0.09242739913998704)	(79.0, 0.06394258586101277)	(80.0, 0.03854344433662285)	(81.0, 0.024498696386041477)	(82.0, 0.01454987571111831)	(83.0, 0.010080593134193669)	(84.0, 0.006940016188246622)	(85.0, 0.0030197855249490834)	(86.0, 0.0014055728988853916)	(87.0, 0.0006588622963525273)	(88.0, 0.00027452595681355305)	(89.0, 0.00012079142099796335)	(90.0, 3.294311481762637e-05)	(91.0, 1.0981038272542122e-05)	(92.0, 1.0981038272542122e-05)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498200	(0.0, 5.2981760499130575e-05)	(1.0, 3.973632037434793e-05)	(2.0, 5.2981760499130575e-05)	(3.0, 9.271808087347849e-05)	(4.0, 0.00013245440124782642)	(5.0, 0.00026490880249565283)	(6.0, 0.00039736320374347925)	(7.0, 0.000596044805615219)	(8.0, 0.0007284992068630453)	(9.0, 0.0007814809673621758)	(10.0, 0.001033144329733046)	(11.0, 0.0014834892939756558)	(12.0, 0.0021590067403395707)	(13.0, 0.0030861875490743556)	(14.0, 0.004728622124547404)	(15.0, 0.007192273987756975)	(16.0, 0.011854668911680464)	(17.0, 0.015338219664498299)	(18.0, 0.020662886594660923)	(19.0, 0.031749319979104)	(20.0, 0.05006776367167838)	(21.0, 0.0782937965775902)	(22.0, 0.12050701425527248)	(23.0, 0.18322417324611828)	(24.0, 0.27109442303392633)	(25.0, 0.32619545395302213)	(26.0, 0.401522271942661)	(27.0, 0.5614079796889123)	(28.0, 0.7419035922693253)	(29.0, 0.946439678676219)	(30.0, 1.1734797678551183)	(31.0, 1.4052882154789392)	(32.0, 1.644182973569519)	(33.0, 1.7735114509478966)	(34.0, 1.8918991947832038)	(35.0, 2.108660822425272)	(36.0, 2.2977792165269184)	(37.0, 2.4872287466316845)	(38.0, 2.6480946169471697)	(39.0, 2.7768270495199325)	(40.0, 2.917983704929741)	(41.0, 3.0566502175960903)	(42.0, 3.125764924167206)	(43.0, 3.1868661394628286)	(44.0, 3.2856771227937074)	(45.0, 3.311201085914163)	(46.0, 3.2301787286708676)	(47.0, 3.168799359132625)	(48.0, 3.1788923845077095)	(49.0, 3.148123227097839)	(50.0, 3.1142281458185206)	(51.0, 3.0896181180666744)	(52.0, 3.034848223150698)	(53.0, 2.9059965816168125)	(54.0, 2.809636004709019)	(55.0, 2.7791847378621433)	(56.0, 2.6876455011597704)	(57.0, 2.568264349315105)	(58.0, 2.505282281521763)	(59.0, 2.448128207383326)	(60.0, 2.3482575888424653)	(61.0, 2.1680931122651717)	(62.0, 1.9069725056452065)	(63.0, 1.638752343118358)	(64.0, 1.394029591372874)	(65.0, 1.2105537547643848)	(66.0, 1.0367205985667376)	(67.0, 0.9354194724923998)	(68.0, 0.8467942326174791)	(69.0, 0.6788685427154848)	(70.0, 0.5273936894484705)	(71.0, 0.40411837820711843)	(72.0, 0.30263181597103384)	(73.0, 0.22935804120073622)	(74.0, 0.17946246825068002)	(75.0, 0.15642864787368302)	(76.0, 0.14052087428381904)	(77.0, 0.10887751782571331)	(78.0, 0.0802806125963076)	(79.0, 0.05829318198916841)	(80.0, 0.03959062053297532)	(81.0, 0.025060372716088762)	(82.0, 0.015113047182376995)	(83.0, 0.011497042028311333)	(84.0, 0.008066473035992628)	(85.0, 0.0032451328305717476)	(86.0, 0.0013112985723534815)	(87.0, 0.0006755174463639147)	(88.0, 0.00025166336237087024)	(89.0, 0.00010596352099826115)	(90.0, 0.00011920896112304377)	(91.0, 9.271808087347849e-05)	(92.0, 2.6490880249565288e-05)	(93.0, 1.3245440124782644e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498205	(0.0, 0.0)	(1.0, 3.8534338719920094e-05)	(2.0, 8.991345701314688e-05)	(3.0, 6.42238978665335e-05)	(4.0, 0.00011560301615976028)	(5.0, 0.0002697403710394407)	(6.0, 0.0004495672850657345)	(7.0, 0.0006936180969585617)	(8.0, 0.0008734450109848554)	(9.0, 0.0009119793497047756)	(10.0, 0.001027582365864536)	(11.0, 0.0014129257530637368)	(12.0, 0.0018239586994095512)	(13.0, 0.0027102484899677133)	(14.0, 0.003943347329005156)	(15.0, 0.006409545007080043)	(16.0, 0.010404271454378425)	(17.0, 0.012472280965680803)	(18.0, 0.01632571483767281)	(19.0, 0.026871278867357615)	(20.0, 0.04466129857638739)	(21.0, 0.06927189623884303)	(22.0, 0.11099174029294318)	(23.0, 0.1742779692506253)	(24.0, 0.2535431039975009)	(25.0, 0.3015183557038015)	(26.0, 0.3674377644740114)	(27.0, 0.5154610042767978)	(28.0, 0.681775210191973)	(29.0, 0.8511593184251683)	(30.0, 1.034171737785642)	(31.0, 1.2251992995998595)	(32.0, 1.4287119871593308)	(33.0, 1.5426451819745612)	(34.0, 1.6350119918862098)	(35.0, 1.8068237634587603)	(36.0, 1.9670880781949076)	(37.0, 2.1240127502419957)	(38.0, 2.2648043791450103)	(39.0, 2.393547604808264)	(40.0, 2.563239987751218)	(41.0, 2.748628691332754)	(42.0, 2.8356392281623335)	(43.0, 2.909959122773486)	(44.0, 3.018651647522807)	(45.0, 3.0449834456480858)	(46.0, 3.014245888129163)	(47.0, 3.0234812846423704)	(48.0, 3.0771339289200728)	(49.0, 3.098713158603228)	(50.0, 3.0998306544261056)	(51.0, 3.091931114988522)	(52.0, 3.0537692748762275)	(53.0, 2.9545947317907264)	(54.0, 2.973001300919275)	(55.0, 3.1360657776024037)	(56.0, 3.1402146414045817)	(57.0, 3.0573401235976068)	(58.0, 3.0405263071361484)	(59.0, 3.0338213321988823)	(60.0, 3.0082345312888554)	(61.0, 2.7864180328374224)	(62.0, 2.391363992280801)	(63.0, 1.9652384299363514)	(64.0, 1.5961051545586635)	(65.0, 1.4005433855550693)	(66.0, 1.193858037440991)	(67.0, 1.0379224134210476)	(68.0, 0.9432178536270575)	(69.0, 0.7223904032027687)	(70.0, 0.5310545666787921)	(71.0, 0.3936924939218503)	(72.0, 0.27539207405169563)	(73.0, 0.20525957758144106)	(74.0, 0.15652648388031543)	(75.0, 0.13525552890691953)	(76.0, 0.12164006255921443)	(77.0, 0.09516697185862932)	(78.0, 0.07451256630475216)	(79.0, 0.057493233370120786)	(80.0, 0.039536231526638016)	(81.0, 0.02719239835669028)	(82.0, 0.01710924639164452)	(83.0, 0.012009868901041762)	(84.0, 0.009158327835767676)	(85.0, 0.005112222270176066)	(86.0, 0.002260681204901979)	(87.0, 0.0007706867743984019)	(88.0, 0.00038534338719920094)	(89.0, 0.00015413735487968038)	(90.0, 0.00010275823658645359)	(91.0, 6.42238978665335e-05)	(92.0, 2.5689559146613397e-05)	(93.0, 2.5689559146613397e-05)	(94.0, 1.2844779573306699e-05)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498230	(0.0, 2.3083218580882963e-05)	(1.0, 3.4624827871324444e-05)	(2.0, 6.924965574264889e-05)	(3.0, 9.233287432353185e-05)	(4.0, 0.00015004092077573926)	(5.0, 0.00026545701368015404)	(6.0, 0.00031162345084192)	(7.0, 0.00046166437161765926)	(8.0, 0.0006578717295551644)	(9.0, 0.0007040381667169304)	(10.0, 0.0008194542596213451)	(11.0, 0.0010041200082684088)	(12.0, 0.0016158253006618075)	(13.0, 0.003012360024805227)	(14.0, 0.004408894748948646)	(15.0, 0.0062324690168384)	(16.0, 0.009764201459713495)	(17.0, 0.01215331458283488)	(18.0, 0.016539126113202643)	(19.0, 0.027365155627636754)	(20.0, 0.04598177141311886)	(21.0, 0.0703345670159504)	(22.0, 0.1130500629998743)	(23.0, 0.17733682674763335)	(24.0, 0.25927071110047745)	(25.0, 0.3108501630194604)	(26.0, 0.38274284728962044)	(27.0, 0.5323682701309037)	(28.0, 0.6982904452902905)	(29.0, 0.8763428518139313)	(30.0, 1.0673449439614473)	(31.0, 1.2606091915298898)	(32.0, 1.452811611043612)	(33.0, 1.5565591369553904)	(34.0, 1.6587600872222497)	(35.0, 1.849381306263181)	(36.0, 2.030630738560274)	(37.0, 2.2012618903101613)	(38.0, 2.3459705875937162)	(39.0, 2.4699274713730577)	(40.0, 2.618387191676007)	(41.0, 2.811178233263541)	(42.0, 2.9199117343887906)	(43.0, 2.9721721412559092)	(44.0, 3.084991372069975)	(45.0, 3.122478519045329)	(46.0, 3.0742230506019927)	(47.0, 3.0643895994865367)	(48.0, 3.115957509796229)	(49.0, 3.138382856647557)	(50.0, 3.1214743990370604)	(51.0, 3.133823920977833)	(52.0, 3.142837917833668)	(53.0, 3.077881740747063)	(54.0, 3.034693038782231)	(55.0, 3.014506764133249)	(56.0, 2.9243321707470296)	(57.0, 2.8234469639392805)	(58.0, 2.7736564614603156)	(59.0, 2.7189607750329134)	(60.0, 2.596862090349333)	(61.0, 2.4161666552981815)	(62.0, 2.2055669105754956)	(63.0, 1.9453613291224927)	(64.0, 1.6545704830498196)	(65.0, 1.4307440540802878)	(66.0, 1.2255457825055287)	(67.0, 1.1083291985518051)	(68.0, 1.0038891760826)	(69.0, 0.7921121872122893)	(70.0, 0.6023796720867218)	(71.0, 0.4532851632727987)	(72.0, 0.3320751825045823)	(73.0, 0.2462056093836977)	(74.0, 0.1888899776473653)	(75.0, 0.16615300734519556)	(76.0, 0.14549352671530533)	(77.0, 0.1071984670896205)	(78.0, 0.07889844110945797)	(79.0, 0.05808891955879198)	(80.0, 0.039079889057434855)	(81.0, 0.026095578605688192)	(82.0, 0.016008212085842334)	(83.0, 0.011149194574566472)	(84.0, 0.008090668112599479)	(85.0, 0.004224229000301582)	(86.0, 0.00241219634170227)	(87.0, 0.0010964528825919407)	(88.0, 0.0004154979344558933)	(89.0, 0.00020774896722794664)	(90.0, 0.00011541609290441481)	(91.0, 3.4624827871324444e-05)	(92.0, 3.4624827871324444e-05)	(93.0, 2.3083218580882963e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498265	(0.0, 2.5949306731834026e-05)	(1.0, 2.5949306731834026e-05)	(2.0, 2.5949306731834026e-05)	(3.0, 2.5949306731834026e-05)	(4.0, 5.189861346366805e-05)	(5.0, 7.784792019550207e-05)	(6.0, 0.0001037972269273361)	(7.0, 0.00023354376058650622)	(8.0, 0.0003892396009775104)	(9.0, 0.0004541128678070955)	(10.0, 0.0006098087081980997)	(11.0, 0.0008693017755164399)	(12.0, 0.0010249976159074441)	(13.0, 0.0016088570173737095)	(14.0, 0.0026598039400129877)	(15.0, 0.00412593977036161)	(16.0, 0.007149034004620274)	(17.0, 0.009341750423460249)	(18.0, 0.011106303281224963)	(19.0, 0.017256288976669625)	(20.0, 0.028583161365115177)	(21.0, 0.04359483530948117)	(22.0, 0.06515870920363524)	(23.0, 0.09171782464366736)	(24.0, 0.1231683844026502)	(25.0, 0.14189080920966846)	(26.0, 0.16620530961739693)	(27.0, 0.2180390498142354)	(28.0, 0.27067721851976073)	(29.0, 0.3342011213992904)	(30.0, 0.4165252970060339)	(31.0, 0.5116424808315715)	(32.0, 0.6273115155887217)	(33.0, 0.6922496556851363)	(34.0, 0.7639216408784619)	(35.0, 0.9210965917531806)	(36.0, 1.096449031993549)	(37.0, 1.3097653079825906)	(38.0, 1.5389495850381487)	(39.0, 1.792487286461533)	(40.0, 2.101867895971824)	(41.0, 2.4154263438659407)	(42.0, 2.5752740733340387)	(43.0, 2.6962627159712147)	(44.0, 2.8960983271130685)	(45.0, 3.0181638659796155)	(46.0, 3.0841529529986693)	(47.0, 3.159691384895038)	(48.0, 3.2644617108248184)	(49.0, 3.337794451648981)	(50.0, 3.3543760586506233)	(51.0, 3.3822585887339787)	(52.0, 3.432392649339882)	(53.0, 3.381168717851242)	(54.0, 3.4199629314153337)	(55.0, 3.611689384203489)	(56.0, 3.6513399248897316)	(57.0, 3.6349788869953104)	(58.0, 3.6523000492388094)	(59.0, 3.6552582702062386)	(60.0, 3.631955792761052)	(61.0, 3.413436680772277)	(62.0, 3.035744521290433)	(63.0, 2.603273375297687)	(64.0, 2.1807537884365997)	(65.0, 1.921818631212994)	(66.0, 1.6425132682048982)	(67.0, 1.4369169109685773)	(68.0, 1.295000152452177)	(69.0, 0.9891356740040494)	(70.0, 0.7093761981281467)	(71.0, 0.5126155798340153)	(72.0, 0.3731769801105051)	(73.0, 0.2781635935118948)	(74.0, 0.20846375563018862)	(75.0, 0.1797767970381461)	(76.0, 0.16048348748302754)	(77.0, 0.12680128734510698)	(78.0, 0.10102065110702985)	(79.0, 0.07918430949219152)	(80.0, 0.05746473975764645)	(81.0, 0.042128699479132545)	(82.0, 0.029154046113215527)	(83.0, 0.02142115270712899)	(84.0, 0.016789201455496613)	(85.0, 0.009808837944633261)	(86.0, 0.00499524154587805)	(87.0, 0.0016867049375692115)	(88.0, 0.0004930368279048464)	(89.0, 0.00027246772068425726)	(90.0, 0.0002075944538546722)	(91.0, 0.0001037972269273361)	(92.0, 6.487326682958507e-05)	(93.0, 3.892396009775104e-05)	(94.0, 1.2974653365917013e-05)	(95.0, 1.2974653365917013e-05)	(96.0, 1.2974653365917013e-05)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498280	(0.0, 0.0)	(1.0, 8.184545123443403e-06)	(2.0, 2.4553635370330205e-05)	(3.0, 2.4553635370330205e-05)	(4.0, 2.4553635370330205e-05)	(5.0, 0.00011458363172820762)	(6.0, 0.00019642908296264164)	(7.0, 0.00025372089882674543)	(8.0, 0.00030282816956740585)	(9.0, 0.00033556635006117946)	(10.0, 0.00040922725617217003)	(11.0, 0.000630209974505142)	(12.0, 0.0008921154184553308)	(13.0, 0.0012194972233930668)	(14.0, 0.0020297671906139634)	(15.0, 0.00360938439943854)	(16.0, 0.005614597954682174)	(17.0, 0.00673588063659392)	(18.0, 0.009256720534614488)	(19.0, 0.015075932117382746)	(20.0, 0.02357967450064044)	(21.0, 0.036003813998027524)	(22.0, 0.05482008323682391)	(23.0, 0.08368697388720878)	(24.0, 0.12266996231016972)	(25.0, 0.14532478321186104)	(26.0, 0.1804855890621739)	(27.0, 0.26251928483444714)	(28.0, 0.3604146290559536)	(29.0, 0.483853938607727)	(30.0, 0.6486497546682599)	(31.0, 0.8526331727798397)	(32.0, 1.0922439158137687)	(33.0, 1.2240314613914545)	(34.0, 1.3609752703969096)	(35.0, 1.639307096409849)	(36.0, 1.9097080981981724)	(37.0, 2.174838252926998)	(38.0, 2.4179274276383906)	(39.0, 2.626723358282555)	(40.0, 2.8415922214083147)	(41.0, 3.042686495091319)	(42.0, 3.134869026816662)	(43.0, 3.184180911185409)	(44.0, 3.2878790978994363)	(45.0, 3.346873299149217)	(46.0, 3.3428628720387294)	(47.0, 3.3525124507392694)	(48.0, 3.3875914111383474)	(49.0, 3.3862000384673623)	(50.0, 3.368194039195787)	(51.0, 3.34243727569231)	(52.0, 3.277271927419454)	(53.0, 3.119948601056625)	(54.0, 3.0878078923568624)	(55.0, 3.2226482732655923)	(56.0, 3.2208885960640523)	(57.0, 3.109210477854667)	(58.0, 3.0447408159173035)	(59.0, 3.029583038348686)	(60.0, 3.031956556434485)	(61.0, 2.753240056800743)	(62.0, 2.245511800067932)	(63.0, 1.816666189234868)	(64.0, 1.4875410761858383)	(65.0, 1.288607522415423)	(66.0, 1.0752773537728708)	(67.0, 0.939577595626179)	(68.0, 0.8675535985398771)	(69.0, 0.7116789366638976)	(70.0, 0.5263726505240155)	(71.0, 0.3655299697581058)	(72.0, 0.26267479119179254)	(73.0, 0.19255779311925292)	(74.0, 0.14036494886705433)	(75.0, 0.11925700699369382)	(76.0, 0.10341991217983082)	(77.0, 0.07358724520487962)	(78.0, 0.0502940297835597)	(79.0, 0.03214070869976224)	(80.0, 0.01744126565805789)	(81.0, 0.009584102339552224)	(82.0, 0.005115340702152126)	(83.0, 0.0032328953237601436)	(84.0, 0.001956106284502973)	(85.0, 0.0008020854220974534)	(86.0, 0.0004501499817893871)	(87.0, 0.00029464362444396244)	(88.0, 0.00014732181222198122)	(89.0, 3.273818049377361e-05)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
IPF_SRR21498285	(0.0, 0.0)	(1.0, 9.4496076050442e-06)	(2.0, 3.77984304201768e-05)	(3.0, 5.66976456302652e-05)	(4.0, 9.449607605044201e-05)	(5.0, 0.0001511937216807072)	(6.0, 0.0001511937216807072)	(7.0, 0.00020789136731097242)	(8.0, 0.0003118370509664586)	(9.0, 0.00042523234222698904)	(10.0, 0.0006236741019329172)	(11.0, 0.0007937670388237128)	(12.0, 0.0009260615452943317)	(13.0, 0.0014268907483616744)	(14.0, 0.0023907507240761828)	(15.0, 0.0036664477507571494)	(16.0, 0.006576926893110764)	(17.0, 0.008807034287901196)	(18.0, 0.011188335404372333)	(19.0, 0.01714158819555018)	(20.0, 0.026780187952695263)	(21.0, 0.03982064644765626)	(22.0, 0.06018455083652651)	(23.0, 0.08854282325926416)	(24.0, 0.12639795132507123)	(25.0, 0.1494833427041942)	(26.0, 0.1740712216925192)	(27.0, 0.23308402118602023)	(28.0, 0.3082178512537267)	(29.0, 0.4039329266852194)	(30.0, 0.5329956673549131)	(31.0, 0.7014160236996159)	(32.0, 0.9215918808971457)	(33.0, 1.0511365515546967)	(34.0, 1.208774905622044)	(35.0, 1.5458046104635506)	(36.0, 1.888863164957075)	(37.0, 2.244177860514342)	(38.0, 2.571209880509712)	(39.0, 2.840769387051203)	(40.0, 3.1122093655060974)	(41.0, 3.3884213958015392)	(42.0, 3.5346918719200184)	(43.0, 3.6122825999650368)	(44.0, 3.7838024276041935)	(45.0, 3.8395362132587443)	(46.0, 3.728021393911618)	(47.0, 3.6337899068741173)	(48.0, 3.65367188127513)	(49.0, 3.61833979843987)	(50.0, 3.536232157959641)	(51.0, 3.4992463937934972)	(52.0, 3.42167456496369)	(53.0, 3.2585081904473916)	(54.0, 3.130749495627194)	(55.0, 3.0434918190022158)	(56.0, 2.8653289172167127)	(57.0, 2.706150277109743)	(58.0, 2.640551101115526)	(59.0, 2.5546730672008846)	(60.0, 2.3753006156419354)	(61.0, 2.1670596128495765)	(62.0, 1.954056007824275)	(63.0, 1.7037737007970744)	(64.0, 1.439260284716677)	(65.0, 1.2272677877051155)	(66.0, 1.0272101450987248)	(67.0, 0.9168292786642034)	(68.0, 0.8244499147172913)	(69.0, 0.6529584359009492)	(70.0, 0.5025868300818809)	(71.0, 0.3810554266734074)	(72.0, 0.28343153050569575)	(73.0, 0.20941275413538454)	(74.0, 0.15491686707709462)	(75.0, 0.13048963141805536)	(76.0, 0.11211959423384943)	(77.0, 0.07880027781846359)	(78.0, 0.052322477309129735)	(79.0, 0.033262618769755586)	(80.0, 0.01871022305798752)	(81.0, 0.00976144465601066)	(82.0, 0.005008292030673427)	(83.0, 0.0030522232564292764)	(84.0, 0.0018332238753785747)	(85.0, 0.0007748678236136244)	(86.0, 0.0003685346965967238)	(87.0, 0.0001700929368907956)	(88.0, 6.61472532353094e-05)	(89.0, 9.4496076050442e-06)	(90.0, 1.88992152100884e-05)	(91.0, 1.88992152100884e-05)	(92.0, 1.88992152100884e-05)	(93.0, 9.4496076050442e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
