"X"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0007200"	"GO:0007200"	"phospholipase C-activating G protein-coupled receptor signaling pathway"	90	-0.393246162723627	-1.70700239898497	0.000712527634732995	0.013017509742346	0.0106099894208191	1217	"tags=27%, list=8%, signal=25%"
"GO:0098742"	"GO:0098742"	"cell-cell adhesion via plasma-membrane adhesion molecules"	191	0.359263569945471	1.56737953926464	0.00072505659550541	0.0132035387149157	0.0107616133081828	3286	"tags=36%, list=22%, signal=28%"
"GO:0014904"	"GO:0014904"	"myotube cell development"	31	0.582615570890529	1.8521239907727	0.000734904570252836	0.013339703280041	0.0108725949493773	2080	"tags=42%, list=14%, signal=36%"
"GO:0022612"	"GO:0022612"	"gland morphogenesis"	111	0.406864109282224	1.65906527358404	0.000740790853749875	0.0133603529937517	0.0108894256065729	3164	"tags=41%, list=22%, signal=33%"
"GO:0051046"	"GO:0051046"	"regulation of secretion"	447	-0.258027871541991	-1.3686327589195	0.000739760840220429	0.0133603529937517	0.0108894256065729	3124	"tags=33%, list=21%, signal=27%"
"GO:0042472"	"GO:0042472"	"inner ear morphogenesis"	77	0.449077863582343	1.71164638917957	0.000747179193990679	0.0134325154140114	0.0109482419647466	2878	"tags=44%, list=20%, signal=36%"
"GO:0055123"	"GO:0055123"	"digestive system development"	109	0.409149502984714	1.66799929730978	0.000765059718016054	0.0137101625263578	0.0111745396962653	3355	"tags=43%, list=23%, signal=34%"
"GO:0046627"	"GO:0046627"	"negative regulation of insulin receptor signaling pathway"	40	-0.511365967961446	-1.92940844189169	0.000770694421072109	0.0137672936741992	0.0112211047372136	3729	"tags=55%, list=25%, signal=41%"
"GO:0019730"	"GO:0019730"	"antimicrobial humoral response"	83	0.440092311194265	1.69794382667935	0.000796351000036151	0.0141805920164665	0.0115579657133828	1443	"tags=25%, list=10%, signal=23%"
"GO:0010874"	"GO:0010874"	"regulation of cholesterol efflux"	33	-0.530939679632162	-1.87669105261512	0.000838967966663657	0.0148923430549413	0.0121380821210478	1042	"tags=27%, list=7%, signal=25%"
"GO:0043112"	"GO:0043112"	"receptor metabolic process"	73	-0.408206028319268	-1.73101060256732	0.000857898376973235	0.0151618993836396	0.0123577854170246	3824	"tags=48%, list=26%, signal=36%"
"GO:0048284"	"GO:0048284"	"organelle fusion"	147	-0.335965650463732	-1.592456244475	0.000859542545473791	0.0151618993836396	0.0123577854170246	2391	"tags=27%, list=16%, signal=22%"
"GO:0042471"	"GO:0042471"	"ear morphogenesis"	92	0.433616121674769	1.71083299089282	0.00087530892126944	0.0153917603124473	0.0125451347696413	2878	"tags=42%, list=20%, signal=34%"
"GO:0007042"	"GO:0007042"	"lysosomal lumen acidification"	25	-0.587191358059208	-1.94731738273947	0.000879973131499425	0.0154255726197734	0.0125726936676275	2724	"tags=48%, list=19%, signal=39%"
"GO:0006633"	"GO:0006633"	"fatty acid biosynthetic process"	124	-0.354450306901633	-1.61841050037709	0.000883690683494638	0.0154420547223651	0.0125861274915763	2876	"tags=35%, list=20%, signal=28%"
"GO:0016054"	"GO:0016054"	"organic acid catabolic process"	187	-0.320732460153218	-1.54420974243835	0.000889146211133159	0.0154420547223651	0.0125861274915763	3056	"tags=33%, list=21%, signal=27%"
"GO:0046395"	"GO:0046395"	"carboxylic acid catabolic process"	187	-0.320732460153218	-1.54420974243835	0.000889146211133159	0.0154420547223651	0.0125861274915763	3056	"tags=33%, list=21%, signal=27%"
"GO:0071985"	"GO:0071985"	"multivesicular body sorting pathway"	43	-0.495245613929847	-1.90523218574102	0.000892750459597428	0.0154569441112453	0.0125982631658818	4616	"tags=51%, list=31%, signal=35%"
"GO:0045494"	"GO:0045494"	"photoreceptor cell maintenance"	30	0.569283885332445	1.80456590362872	0.000909530201301871	0.0156991608672565	0.0127956832001041	3415	"tags=53%, list=23%, signal=41%"
"GO:0043161"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	434	-0.253792059742071	-1.34009847875359	0.000934937903300223	0.0160883656937931	0.013112906630224	4113	"tags=36%, list=28%, signal=27%"
"GO:1903146"	"GO:1903146"	"regulation of autophagy of mitochondrion"	48	-0.485200821215296	-1.89182821752264	0.000976487781548423	0.0167521242279664	0.0136539064961697	2752	"tags=40%, list=19%, signal=32%"
"GO:0043249"	"GO:0043249"	"erythrocyte maturation"	20	-0.617088886093853	-1.95412885792271	0.000986420827587855	0.0168710942153096	0.0137508736067838	1602	"tags=35%, list=11%, signal=31%"
"GO:1901799"	"GO:1901799"	"negative regulation of proteasomal protein catabolic process"	51	-0.454864726373065	-1.80565811066064	0.00103111560178706	0.0174761671423367	0.0142440414615923	3209	"tags=39%, list=22%, signal=31%"
"GO:0048701"	"GO:0048701"	"embryonic cranial skeleton morphogenesis"	35	0.544739642724763	1.79688092382329	0.00103051604695938	0.0174761671423367	0.0142440414615923	3164	"tags=49%, list=22%, signal=38%"
"GO:0030166"	"GO:0030166"	"proteoglycan biosynthetic process"	67	0.460012329287312	1.71796113752716	0.00102687326702296	0.0174761671423367	0.0142440414615923	3399	"tags=42%, list=23%, signal=32%"
"GO:1902932"	"GO:1902932"	"positive regulation of alcohol biosynthetic process"	28	-0.557834277800995	-1.8924092063226	0.00103893656778406	0.0175558440448075	0.0143089825378067	2276	"tags=46%, list=16%, signal=39%"
"GO:0072521"	"GO:0072521"	"purine-containing compound metabolic process"	480	-0.251837501171343	-1.3484292341006	0.00104912669508667	0.0176749578241099	0.0144060668468094	2855	"tags=27%, list=19%, signal=22%"
"GO:1900077"	"GO:1900077"	"negative regulation of cellular response to insulin stimulus"	41	-0.48957760124356	-1.86170803190307	0.00107736712303157	0.0180965516456675	0.0147496890967746	3729	"tags=54%, list=25%, signal=40%"
"GO:0032814"	"GO:0032814"	"regulation of natural killer cell activation"	29	-0.541520293694853	-1.85526396310391	0.00108459175032658	0.0181636838663324	0.0148044055644515	2017	"tags=38%, list=14%, signal=33%"
"GO:0002705"	"GO:0002705"	"positive regulation of leukocyte mediated immunity"	139	-0.336230235433854	-1.57278078543624	0.00108969259307728	0.0181949561461302	0.0148298941997118	3411	"tags=36%, list=23%, signal=28%"
"GO:0006029"	"GO:0006029"	"proteoglycan metabolic process"	94	0.412674574904785	1.63903226332819	0.00109420579348735	0.0182162603548914	0.0148472583065225	2883	"tags=33%, list=20%, signal=27%"
"GO:0043603"	"GO:0043603"	"amide metabolic process"	381	-0.259225003564683	-1.34966986293005	0.00110289177291532	0.0183067020831696	0.0149209733103308	2023	"tags=24%, list=14%, signal=21%"
"GO:0043312"	"GO:0043312"	"neutrophil degranulation"	10	-0.757286718540847	-1.95154923564781	0.00110971347304975	0.0183657579789734	0.0149691071271757	2898	"tags=80%, list=20%, signal=64%"
"GO:0010876"	"GO:0010876"	"lipid localization"	326	-0.267939390253855	-1.38343091110055	0.00114664838257018	0.0189213796150217	0.0154219694485515	3051	"tags=32%, list=21%, signal=26%"
"GO:0002717"	"GO:0002717"	"positive regulation of natural killer cell mediated immunity"	25	-0.578242925829221	-1.91764147319047	0.00115533513202804	0.019008978912052	0.0154933677139002	2257	"tags=36%, list=15%, signal=31%"
"GO:0001823"	"GO:0001823"	"mesonephros development"	80	0.43262762939409	1.65683585489079	0.00116794334396704	0.0191603999898034	0.0156167842555299	3164	"tags=46%, list=22%, signal=36%"
"GO:0019058"	"GO:0019058"	"viral life cycle"	256	-0.289940035856821	-1.46399757517009	0.00117554428699832	0.019229034020173	0.0156727247810638	2726	"tags=31%, list=19%, signal=26%"
"GO:0008286"	"GO:0008286"	"insulin receptor signaling pathway"	110	-0.359300142991864	-1.62135063424986	0.00118533455401604	0.0193329783636181	0.0157574451620073	2361	"tags=32%, list=16%, signal=27%"
"GO:0036230"	"GO:0036230"	"granulocyte activation"	46	-0.481616664574579	-1.86306170719139	0.00120428505006931	0.0195852947304625	0.0159630969368786	1551	"tags=59%, list=11%, signal=53%"
"GO:0051865"	"GO:0051865"	"protein autoubiquitination"	67	-0.427681361544207	-1.78022884453626	0.0012082929988962	0.0195938464114954	0.0159700670292453	4319	"tags=52%, list=29%, signal=37%"
"GO:0060155"	"GO:0060155"	"platelet dense granule organization"	23	-0.596280612137318	-1.9363093239833	0.00121377300526109	0.0196261514385177	0.0159963974105341	2257	"tags=39%, list=15%, signal=33%"
"GO:0021591"	"GO:0021591"	"ventricular system development"	33	0.560304576081998	1.81407848034087	0.00121999638077014	0.0196307962941915	0.0160001832244521	1877	"tags=45%, list=13%, signal=40%"
"GO:0061512"	"GO:0061512"	"protein localization to cilium"	70	0.451522934181388	1.69225936404364	0.00122103762270606	0.0196307962941915	0.0160001832244521	3513	"tags=50%, list=24%, signal=38%"
"GO:0055088"	"GO:0055088"	"lipid homeostasis"	126	-0.353100222315956	-1.61034542631094	0.00123540499635293	0.019805196337544	0.0161423288922169	4043	"tags=47%, list=28%, signal=34%"
"GO:0002281"	"GO:0002281"	"macrophage activation involved in immune response"	15	-0.673118962674649	-1.94874019024247	0.00124712997820503	0.0198237299077958	0.016157434775615	2446	"tags=53%, list=17%, signal=44%"
"GO:0035107"	"GO:0035107"	"appendage morphogenesis"	115	0.394369066926019	1.61943017075826	0.00124386858439203	0.0198237299077958	0.016157434775615	3443	"tags=41%, list=23%, signal=32%"
"GO:0035108"	"GO:0035108"	"limb morphogenesis"	115	0.394369066926019	1.61943017075826	0.00124386858439203	0.0198237299077958	0.016157434775615	3443	"tags=41%, list=23%, signal=32%"
"GO:0031343"	"GO:0031343"	"positive regulation of cell killing"	66	-0.423170837270587	-1.75354228086099	0.00125259787630204	0.0198545584505678	0.0161825617406908	3595	"tags=38%, list=25%, signal=29%"
"GO:0061138"	"GO:0061138"	"morphogenesis of a branching epithelium"	157	0.368098796955132	1.55858279861905	0.00129465015160906	0.0204634730424274	0.01667886076452	3164	"tags=39%, list=22%, signal=31%"
"GO:0006298"	"GO:0006298"	"mismatch repair"	26	0.588092782701771	1.81293679800514	0.00132965577234091	0.0208993660082746	0.017034137606849	4933	"tags=62%, list=34%, signal=41%"
"GO:0060351"	"GO:0060351"	"cartilage development involved in endochondral bone morphogenesis"	26	0.587780354759843	1.81197366407576	0.00132965577234091	0.0208993660082746	0.017034137606849	2841	"tags=42%, list=19%, signal=34%"
"GO:0048278"	"GO:0048278"	"vesicle docking"	56	-0.443402676805423	-1.79621242668697	0.00134043403419803	0.0210100900012042	0.0171243837765747	2418	"tags=39%, list=16%, signal=33%"
"GO:0030641"	"GO:0030641"	"regulation of cellular pH"	75	-0.411180823675778	-1.75400401571608	0.0013502536358978	0.0211052144699915	0.0172019154725343	2724	"tags=37%, list=19%, signal=31%"
"GO:0031348"	"GO:0031348"	"negative regulation of defense response"	229	-0.293300057522939	-1.44470302798455	0.00136026828658307	0.0212028522121965	0.0172814956251419	3700	"tags=37%, list=25%, signal=28%"
"GO:0072593"	"GO:0072593"	"reactive oxygen species metabolic process"	184	-0.31425920766207	-1.51668092782517	0.00137223377830073	0.0213302747803817	0.0173853520559938	2875	"tags=34%, list=20%, signal=27%"
"GO:0036010"	"GO:0036010"	"protein localization to endosome"	28	-0.550341579210639	-1.86699081172611	0.00139621799446486	0.0216433020794869	0.0176404865938332	4390	"tags=64%, list=30%, signal=45%"
"GO:0060537"	"GO:0060537"	"muscle tissue development"	328	0.309516515176043	1.43106020778011	0.00140962938010401	0.0217911662688056	0.0177610040749368	3424	"tags=33%, list=23%, signal=26%"
"GO:0050878"	"GO:0050878"	"regulation of body fluid levels"	298	-0.270848557781119	-1.37233546389489	0.00141683216803155	0.0218425057794892	0.0178028486117188	2456	"tags=27%, list=17%, signal=23%"
"GO:1990845"	"GO:1990845"	"adaptive thermogenesis"	143	-0.332261882390058	-1.56083890447502	0.00143189486988109	0.0220144055541554	0.0179429564224099	3882	"tags=48%, list=26%, signal=35%"
"GO:0032386"	"GO:0032386"	"regulation of intracellular transport"	246	-0.2867129215051	-1.42285019804814	0.00143992009612488	0.0220774669779148	0.0179943549657712	2700	"tags=25%, list=18%, signal=21%"
"GO:0007602"	"GO:0007602"	"phototransduction"	20	-0.604312060505704	-1.9136686192811	0.00145542974305278	0.0221943175180434	0.0180895946098445	2321	"tags=55%, list=16%, signal=46%"
"GO:0180064"	"GO:0180064"	"protein O-linked glycosylation via xylose"	47	0.510083811566881	1.78928512984417	0.00145255969358638	0.0221943175180434	0.0180895946098445	3399	"tags=45%, list=23%, signal=34%"
"GO:0042742"	"GO:0042742"	"defense response to bacterium"	196	-0.308229266852711	-1.50603251438118	0.00146225127873381	0.0222380755282032	0.0181252598049594	3355	"tags=39%, list=23%, signal=30%"
"GO:0043537"	"GO:0043537"	"negative regulation of blood vessel endothelial cell migration"	34	-0.513700396202421	-1.82165395299683	0.00147832096212673	0.0224218653743588	0.0182750586806247	3578	"tags=50%, list=24%, signal=38%"
"GO:0042267"	"GO:0042267"	"natural killer cell mediated cytotoxicity"	74	-0.406559971370059	-1.73028158878555	0.00149086126166562	0.0225512804284743	0.0183805390975583	4968	"tags=55%, list=34%, signal=37%"
"GO:0106106"	"GO:0106106"	"cold-induced thermogenesis"	129	-0.346155025212444	-1.59581537070936	0.00151766777685315	0.0228952187140822	0.0186608677966676	3882	"tags=50%, list=26%, signal=37%"
"GO:2001014"	"GO:2001014"	"regulation of skeletal muscle cell differentiation"	19	0.638967231027961	1.83726767171768	0.00155610765480361	0.0233499140628798	0.0190314696195911	4244	"tags=74%, list=29%, signal=52%"
"GO:0051452"	"GO:0051452"	"intracellular pH reduction"	50	-0.444349880171306	-1.75330543198829	0.0015555461740134	0.0233499140628798	0.0190314696195911	2724	"tags=38%, list=19%, signal=31%"
"GO:0032509"	"GO:0032509"	"endosome transport via multivesicular body sorting pathway"	37	-0.498382699866667	-1.81966746849676	0.00159611149532083	0.0238864877238572	0.0194688067892297	4616	"tags=54%, list=31%, signal=37%"
"GO:0006637"	"GO:0006637"	"acyl-CoA metabolic process"	81	-0.392021931100903	-1.70037545281323	0.00164803756805065	0.0245330883476746	0.0199958220105727	3249	"tags=36%, list=22%, signal=28%"
"GO:0035383"	"GO:0035383"	"thioester metabolic process"	81	-0.392021931100903	-1.70037545281323	0.00164803756805065	0.0245330883476746	0.0199958220105727	3249	"tags=36%, list=22%, signal=28%"
"GO:0043001"	"GO:0043001"	"Golgi to plasma membrane protein transport"	41	-0.47836462370451	-1.81906864175742	0.00165886090286719	0.0246290509246271	0.0200740368109772	2379	"tags=34%, list=16%, signal=29%"
"GO:0043616"	"GO:0043616"	"keratinocyte proliferation"	48	0.512005962109145	1.8057876723806	0.001668884209817	0.0246477990777959	0.0200893175913045	2704	"tags=44%, list=18%, signal=36%"
"GO:0045109"	"GO:0045109"	"intermediate filament organization"	26	0.580395562983485	1.78920827543171	0.00166844492886351	0.0246477990777959	0.0200893175913045	1430	"tags=38%, list=10%, signal=35%"
"GO:0051497"	"GO:0051497"	"negative regulation of stress fiber assembly"	27	-0.557296632264489	-1.87537131302861	0.00168565920047735	0.0248303778038902	0.0202381293372274	2155	"tags=44%, list=15%, signal=38%"
"GO:0033344"	"GO:0033344"	"cholesterol efflux"	44	-0.484934193390794	-1.86026291590413	0.00172402265482772	0.0253035176248484	0.0206237644236837	3036	"tags=41%, list=21%, signal=33%"
"GO:0042554"	"GO:0042554"	"superoxide anion generation"	34	-0.509044569676345	-1.80514373642236	0.00172677283951338	0.0253035176248484	0.0206237644236837	3649	"tags=62%, list=25%, signal=46%"
"GO:0031214"	"GO:0031214"	"biomineral tissue development"	132	0.377674778558326	1.57399347672207	0.0017314471878669	0.025306112535395	0.0206258794191007	2609	"tags=30%, list=18%, signal=25%"
"GO:0032956"	"GO:0032956"	"regulation of actin cytoskeleton organization"	299	-0.272101587105146	-1.37614961557214	0.00175710515814734	0.0256145873701945	0.0208773034470901	2695	"tags=28%, list=18%, signal=24%"
"GO:0061025"	"GO:0061025"	"membrane fusion"	149	-0.326425420631772	-1.54633870900826	0.00177502894378408	0.0258090125753825	0.021035770727777	2120	"tags=24%, list=14%, signal=21%"
"GO:0043567"	"GO:0043567"	"regulation of insulin-like growth factor receptor signaling pathway"	17	0.664229675965101	1.85154864094607	0.00178673841152114	0.0259123119629625	0.0211199654340684	682	"tags=35%, list=5%, signal=34%"
"GO:0006893"	"GO:0006893"	"Golgi to plasma membrane transport"	66	-0.417002499299618	-1.72798182044623	0.00181906040260374	0.0261614033273013	0.0213229886537749	2400	"tags=32%, list=16%, signal=27%"
"GO:0032637"	"GO:0032637"	"interleukin-8 production"	68	-0.412409435315613	-1.72600180668774	0.00183645891492518	0.0261614033273013	0.0213229886537749	3568	"tags=44%, list=24%, signal=34%"
"GO:0032677"	"GO:0032677"	"regulation of interleukin-8 production"	68	-0.412409435315613	-1.72600180668774	0.00183645891492518	0.0261614033273013	0.0213229886537749	3568	"tags=44%, list=24%, signal=34%"
"GO:0048839"	"GO:0048839"	"inner ear development"	150	0.367035095280577	1.54504295642914	0.00183255184702881	0.0261614033273013	0.0213229886537749	3164	"tags=37%, list=22%, signal=30%"
"GO:0007188"	"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	158	-0.323763987435871	-1.5406856107448	0.00181632273368803	0.0261614033273013	0.0213229886537749	1829	"tags=27%, list=12%, signal=24%"
"GO:0006790"	"GO:0006790"	"sulfur compound metabolic process"	217	-0.300264386570552	-1.47375691965526	0.00183059430679163	0.0261614033273013	0.0213229886537749	2671	"tags=29%, list=18%, signal=24%"
"GO:0042176"	"GO:0042176"	"regulation of protein catabolic process"	329	-0.266673932188939	-1.37416493579541	0.00181226898973665	0.0261614033273013	0.0213229886537749	3790	"tags=37%, list=26%, signal=28%"
"GO:0001763"	"GO:0001763"	"morphogenesis of a branching structure"	165	0.362786005456348	1.54422091084621	0.0018451725219771	0.0262191560130432	0.0213700602824407	3164	"tags=38%, list=22%, signal=30%"
"GO:0048146"	"GO:0048146"	"positive regulation of fibroblast proliferation"	50	0.485939976342226	1.72359446691966	0.00185919086288817	0.0262630832032564	0.0214058633686433	3599	"tags=54%, list=25%, signal=41%"
"GO:0030038"	"GO:0030038"	"contractile actin filament bundle assembly"	99	-0.367753285463047	-1.63179244404067	0.00186226589623232	0.0262630832032564	0.0214058633686433	2155	"tags=31%, list=15%, signal=27%"
"GO:0043149"	"GO:0043149"	"stress fiber assembly"	99	-0.367753285463047	-1.63179244404067	0.00186226589623232	0.0262630832032564	0.0214058633686433	2155	"tags=31%, list=15%, signal=27%"
"GO:0030218"	"GO:0030218"	"erythrocyte differentiation"	130	-0.33881803152273	-1.56772814497417	0.00187069496730755	0.0263160014525989	0.0214489946646289	2241	"tags=27%, list=15%, signal=23%"
"GO:0043330"	"GO:0043330"	"response to exogenous dsRNA"	29	-0.530235837116038	-1.81660309318334	0.00188094168714241	0.0263941617794272	0.0215126996479314	1393	"tags=31%, list=10%, signal=28%"
"GO:0045333"	"GO:0045333"	"cellular respiration"	285	-0.275324059533195	-1.38932084363967	0.00190420376307849	0.0266541158578176	0.0217245765795574	4632	"tags=42%, list=32%, signal=30%"
"GO:0062208"	"GO:0062208"	"positive regulation of pattern recognition receptor signaling pathway"	75	-0.404776718669003	-1.7266855581126	0.0019264150042039	0.0268981072671349	0.0219234430542416	2996	"tags=36%, list=20%, signal=29%"
"GO:0009060"	"GO:0009060"	"aerobic respiration"	252	-0.285363565840861	-1.4339757629555	0.00195936277542945	0.0272904315280731	0.0222432089956908	3444	"tags=43%, list=23%, signal=34%"
"GO:0072001"	"GO:0072001"	"renal system development"	270	0.324477308082455	1.46545374465083	0.00197594738234443	0.0274534714085238	0.0223760955032481	3280	"tags=36%, list=22%, signal=29%"
"GO:2000377"	"GO:2000377"	"regulation of reactive oxygen species metabolic process"	117	-0.345922475994041	-1.56344123988314	0.00201291673440872	0.0278982326712263	0.0227386004973264	2810	"tags=36%, list=19%, signal=29%"
"GO:0002706"	"GO:0002706"	"regulation of lymphocyte mediated immunity"	168	-0.310403346981987	-1.48809256142361	0.00203538503869219	0.0281403233727788	0.0229359177902027	3411	"tags=35%, list=23%, signal=27%"
"GO:0031397"	"GO:0031397"	"negative regulation of protein ubiquitination"	65	-0.416436425867106	-1.72166051256643	0.00205490582235877	0.0283405761333647	0.0230991348504055	1659	"tags=25%, list=11%, signal=22%"
"GO:0061951"	"GO:0061951"	"establishment of protein localization to plasma membrane"	63	-0.414027603556773	-1.71600203631438	0.0020662284802042	0.0283577259953878	0.0231131129351725	2452	"tags=35%, list=17%, signal=29%"
"GO:0030162"	"GO:0030162"	"regulation of proteolysis"	323	-0.265667718737843	-1.364704752478	0.0020658027802887	0.0283577259953878	0.0231131129351725	2573	"tags=25%, list=18%, signal=21%"
"GO:0030850"	"GO:0030850"	"prostate gland development"	42	0.510777844372089	1.74476925264036	0.00208683610343789	0.028570868014708	0.0232868354531409	3315	"tags=52%, list=23%, signal=41%"
"GO:0050764"	"GO:0050764"	"regulation of phagocytosis"	86	-0.375264487204096	-1.63223665046983	0.00211238478134801	0.0287110849387567	0.0234011199906771	3542	"tags=49%, list=24%, signal=37%"
"GO:0050777"	"GO:0050777"	"negative regulation of immune response"	188	-0.313096811133796	-1.51194780659871	0.00210827506640497	0.0287110849387567	0.0234011199906771	3392	"tags=35%, list=23%, signal=27%"
"GO:0048732"	"GO:0048732"	"gland development"	344	0.305649255549251	1.41560178458507	0.00210879311038618	0.0287110849387567	0.0234011199906771	2630	"tags=27%, list=18%, signal=23%"
"GO:0032371"	"GO:0032371"	"regulation of sterol transport"	49	-0.469390070792437	-1.84587101235912	0.00214832909685852	0.0290494859989	0.0236769355452017	1509	"tags=29%, list=10%, signal=26%"
"GO:0032374"	"GO:0032374"	"regulation of cholesterol transport"	49	-0.469390070792437	-1.84587101235912	0.00214832909685852	0.0290494859989	0.0236769355452017	1509	"tags=29%, list=10%, signal=26%"
"GO:0006584"	"GO:0006584"	"catecholamine metabolic process"	37	-0.488149125659335	-1.78230320589995	0.00215793231696112	0.0290494859989	0.0236769355452017	1619	"tags=38%, list=11%, signal=34%"
"GO:0009712"	"GO:0009712"	"catechol-containing compound metabolic process"	37	-0.488149125659335	-1.78230320589995	0.00215793231696112	0.0290494859989	0.0236769355452017	1619	"tags=38%, list=11%, signal=34%"
"GO:0046461"	"GO:0046461"	"neutral lipid catabolic process"	26	-0.559521744643387	-1.8831723456552	0.0021949873067215	0.029268231220194	0.0238552249822539	3378	"tags=50%, list=23%, signal=39%"
"GO:0046464"	"GO:0046464"	"acylglycerol catabolic process"	26	-0.559521744643387	-1.8831723456552	0.0021949873067215	0.029268231220194	0.0238552249822539	3378	"tags=50%, list=23%, signal=39%"
"GO:0001945"	"GO:0001945"	"lymph vessel development"	30	-0.526174890016008	-1.8202417230412	0.00218110044097285	0.029268231220194	0.0238552249822539	1542	"tags=37%, list=11%, signal=33%"
"GO:0051047"	"GO:0051047"	"positive regulation of secretion"	236	-0.286648371921832	-1.41811209079856	0.00218591527336373	0.029268231220194	0.0238552249822539	3114	"tags=36%, list=21%, signal=29%"
"GO:0071359"	"GO:0071359"	"cellular response to dsRNA"	19	-0.620806870779885	-1.94701457742147	0.00221257590445878	0.0293009249588266	0.0238818721849742	1097	"tags=47%, list=7%, signal=44%"
"GO:0032928"	"GO:0032928"	"regulation of superoxide anion generation"	20	-0.591005401090596	-1.87153056145573	0.00221178184839593	0.0293009249588266	0.0238818721849742	3649	"tags=65%, list=25%, signal=49%"
"GO:0060993"	"GO:0060993"	"kidney morphogenesis"	76	0.427888362931859	1.62313977559392	0.00221826799937091	0.0293009249588266	0.0238818721849742	2568	"tags=39%, list=18%, signal=33%"
"GO:1905952"	"GO:1905952"	"regulation of lipid localization"	119	-0.341578103502425	-1.55141496557819	0.00221589537578569	0.0293009249588266	0.0238818721849742	1621	"tags=27%, list=11%, signal=24%"
"GO:0120161"	"GO:0120161"	"regulation of cold-induced thermogenesis"	127	-0.340672703345505	-1.55613603795799	0.00223147083247513	0.0294062912747952	0.0239677515520625	3882	"tags=49%, list=26%, signal=36%"
"GO:0032232"	"GO:0032232"	"negative regulation of actin filament bundle assembly"	31	-0.524869999677656	-1.83276286412543	0.00227968022570976	0.0299714033412823	0.0244283490984197	2435	"tags=42%, list=17%, signal=35%"
"GO:0042475"	"GO:0042475"	"odontogenesis of dentin-containing tooth"	61	0.453816233445994	1.65712994515332	0.00231719904725859	0.0303936574333894	0.0247725095053507	1985	"tags=31%, list=14%, signal=27%"
"GO:0070585"	"GO:0070585"	"protein localization to mitochondrion"	62	-0.404216543695509	-1.6720079821426	0.00232601072866515	0.0304382845818576	0.024808883096191	4264	"tags=40%, list=29%, signal=29%"
"GO:1903052"	"GO:1903052"	"positive regulation of proteolysis involved in protein catabolic process"	119	-0.340013423676173	-1.54430833996637	0.0023512146781566	0.0306967169234041	0.025019519728241	2530	"tags=30%, list=17%, signal=25%"
"GO:0006869"	"GO:0006869"	"lipid transport"	312	-0.268095776231194	-1.37051888582337	0.00236476611422866	0.0308021734369553	0.0251054726113408	3051	"tags=32%, list=21%, signal=26%"
"GO:2000644"	"GO:2000644"	"regulation of receptor catabolic process"	12	-0.703118162106362	-1.90470637305012	0.00237833349233366	0.0309049880165613	0.0251892721723565	1936	"tags=58%, list=13%, signal=51%"
"GO:0014911"	"GO:0014911"	"positive regulation of smooth muscle cell migration"	32	0.556172996044376	1.7816816779427	0.00238375783424462	0.0309049880165613	0.0251892721723565	3072	"tags=53%, list=21%, signal=42%"
"GO:1903532"	"GO:1903532"	"positive regulation of secretion by cell"	223	-0.285968898561178	-1.41176377902906	0.00238913626927388	0.0309049880165613	0.0251892721723565	3114	"tags=37%, list=21%, signal=29%"
"GO:0060512"	"GO:0060512"	"prostate gland morphogenesis"	26	0.573614463749897	1.76830391358082	0.00243620801299611	0.0313967930173538	0.0255901204112896	3315	"tags=65%, list=23%, signal=51%"
"GO:0002573"	"GO:0002573"	"myeloid leukocyte differentiation"	200	-0.296340128572419	-1.44681379176332	0.00243831500774544	0.0313967930173538	0.0255901204112896	3439	"tags=40%, list=23%, signal=31%"
"GO:1903670"	"GO:1903670"	"regulation of sprouting angiogenesis"	39	-0.477237248866636	-1.78529001913078	0.00249460937090778	0.0318303104990886	0.0259434611028648	2437	"tags=41%, list=17%, signal=34%"
"GO:0043331"	"GO:0043331"	"response to dsRNA"	37	-0.485063676752829	-1.77103778476398	0.00248991828802604	0.0318303104990886	0.0259434611028648	1393	"tags=27%, list=10%, signal=25%"
"GO:0043535"	"GO:0043535"	"regulation of blood vessel endothelial cell migration"	88	-0.359172744830472	-1.56270493217542	0.00248058739101315	0.0318303104990886	0.0259434611028648	3410	"tags=39%, list=23%, signal=30%"
"GO:0001822"	"GO:0001822"	"kidney development"	261	0.322875031145672	1.45327091889154	0.0024927741986679	0.0318303104990886	0.0259434611028648	3280	"tags=36%, list=22%, signal=28%"
"GO:0140962"	"GO:0140962"	"multicellular organismal-level chemical homeostasis"	61	-0.424995319067426	-1.74756483102307	0.0025361212024842	0.0322867737700873	0.0263155038800278	3472	"tags=49%, list=24%, signal=38%"
"GO:0045785"	"GO:0045785"	"positive regulation of cell adhesion"	440	-0.244314287587209	-1.30264899061533	0.00255388247849717	0.0324394959514753	0.0264399808929836	2492	"tags=25%, list=17%, signal=21%"
"GO:0042116"	"GO:0042116"	"macrophage activation"	85	-0.366402656356476	-1.59230646967542	0.00256081852450842	0.0324543374716416	0.0264520775516434	2446	"tags=31%, list=17%, signal=26%"
"GO:0038094"	"GO:0038094"	"Fc-gamma receptor signaling pathway"	33	-0.496849794488927	-1.75619491174031	0.00258577264612926	0.0326969498421783	0.0266498200335545	3285	"tags=55%, list=22%, signal=42%"
