"X"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0007015"	"GO:0007015"	"actin filament organization"	389	-0.284925398880788	-1.47962108298134	4.86777198875102e-05	0.00162867856775431	0.00132746298760778	2166	"tags=26%, list=15%, signal=23%"
"GO:0031623"	"GO:0031623"	"receptor internalization"	114	-0.40368556451524	-1.81714389058595	4.93753454810085e-05	0.00163432393542138	0.0013320642740604	3220	"tags=43%, list=22%, signal=34%"
"GO:0044282"	"GO:0044282"	"small molecule catabolic process"	282	-0.311927202843098	-1.57217445056333	5.04828497578279e-05	0.00166121050051051	0.00135397830960207	3056	"tags=33%, list=21%, signal=26%"
"GO:0061564"	"GO:0061564"	"axon development"	403	0.327820686304345	1.53787752103837	5.11055134950594e-05	0.00167018894135644	0.00136129623478717	1984	"tags=23%, list=14%, signal=20%"
"GO:0002250"	"GO:0002250"	"adaptive immune response"	441	0.323682540908842	1.52925524832346	5.13493312341683e-05	0.00167018894135644	0.00136129623478717	1572	"tags=20%, list=11%, signal=18%"
"GO:0051650"	"GO:0051650"	"establishment of vesicle localization"	181	-0.348448983231259	-1.67378877138043	5.2647020674112e-05	0.00170255623754729	0.00138767736888751	3013	"tags=33%, list=21%, signal=27%"
"GO:1990849"	"GO:1990849"	"vacuolar localization"	72	-0.471320223638189	-1.98895746199285	5.32644200958225e-05	0.00171267938216682	0.00139592829087217	3676	"tags=53%, list=25%, signal=40%"
"GO:0001704"	"GO:0001704"	"formation of primary germ layer"	101	0.456556488989589	1.83791900017337	5.3600113118427e-05	0.00171368088930335	0.00139674457450351	3255	"tags=45%, list=22%, signal=35%"
"GO:0010878"	"GO:0010878"	"cholesterol storage"	22	-0.69834721106465	-2.22766190641169	6.13514612236654e-05	0.00192137685005478	0.00156602825394268	2397	"tags=50%, list=16%, signal=42%"
"GO:0022404"	"GO:0022404"	"molting cycle process"	77	0.487173309891328	1.85684600467343	6.14622059729626e-05	0.00192137685005478	0.00156602825394268	2518	"tags=35%, list=17%, signal=29%"
"GO:0022405"	"GO:0022405"	"hair cycle process"	77	0.487173309891328	1.85684600467343	6.14622059729626e-05	0.00192137685005478	0.00156602825394268	2518	"tags=35%, list=17%, signal=29%"
"GO:1905475"	"GO:1905475"	"regulation of protein localization to membrane"	148	-0.363667625799388	-1.72835854106849	6.10172677287326e-05	0.00192137685005478	0.00156602825394268	1774	"tags=28%, list=12%, signal=25%"
"GO:0007039"	"GO:0007039"	"protein catabolic process in the vacuole"	28	-0.624909394139671	-2.1199562982203	6.21597264745379e-05	0.00192237154465731	0.00156683898498254	2700	"tags=54%, list=18%, signal=44%"
"GO:0032869"	"GO:0032869"	"cellular response to insulin stimulus"	175	-0.344762072768251	-1.66359332302651	6.21772918300393e-05	0.00192237154465731	0.00156683898498254	2361	"tags=30%, list=16%, signal=25%"
"GO:1903557"	"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"	89	-0.438246757390172	-1.90726729575711	6.3163263488493e-05	0.00194218406365984	0.00158298728225116	3568	"tags=49%, list=24%, signal=38%"
"GO:0002040"	"GO:0002040"	"sprouting angiogenesis"	126	-0.392926915747996	-1.79197865551912	6.40593884879013e-05	0.00195903358163816	0.0015967205700331	2827	"tags=40%, list=19%, signal=32%"
"GO:0007035"	"GO:0007035"	"vacuolar acidification"	35	-0.5897410834186	-2.10165038757837	6.53803516150598e-05	0.0019886229110159	0.00162083750774859	2724	"tags=46%, list=19%, signal=37%"
"GO:0098927"	"GO:0098927"	"vesicle-mediated transport between endosomal compartments"	45	-0.547479384292195	-2.10926075560309	6.57959199970997e-05	0.00199050345066494	0.0016223702514282	4689	"tags=60%, list=32%, signal=41%"
"GO:0045069"	"GO:0045069"	"regulation of viral genome replication"	68	-0.478819044866574	-2.00393702409775	6.64102404441925e-05	0.00199834450791161	0.00162876114616013	2069	"tags=40%, list=14%, signal=34%"
"GO:0071346"	"GO:0071346"	"cellular response to type II interferon"	82	-0.439800156879392	-1.89990399428227	6.70347881599686e-05	0.0020064082605114	0.00163533354990472	3660	"tags=52%, list=25%, signal=40%"
"GO:0048706"	"GO:0048706"	"embryonic skeletal system development"	86	0.472137031218755	1.83077042524159	6.78627768061862e-05	0.0020204436248064	0.00164677314700392	3164	"tags=44%, list=22%, signal=35%"
"GO:1904375"	"GO:1904375"	"regulation of protein localization to cell periphery"	136	-0.376548441840074	-1.75915613983972	7.85850721495497e-05	0.0023151738271493	0.00188699454040004	1634	"tags=27%, list=11%, signal=24%"
"GO:1903829"	"GO:1903829"	"positive regulation of protein localization"	385	-0.281244129700882	-1.46995671719023	7.85244535398628e-05	0.0023151738271493	0.00188699454040004	2700	"tags=28%, list=18%, signal=23%"
"GO:0001895"	"GO:0001895"	"retina homeostasis"	38	0.591160597858383	1.98414147476468	8.09477053471889e-05	0.00237235801035746	0.00193360280810144	2650	"tags=45%, list=18%, signal=37%"
"GO:0002063"	"GO:0002063"	"chondrocyte development"	27	0.646659285880378	2.01919994468865	9.86240998961418e-05	0.00287542906795642	0.00234363350557671	2845	"tags=59%, list=19%, signal=48%"
"GO:0002446"	"GO:0002446"	"neutrophil mediated immunity"	34	-0.566468129887819	-2.0087757682987	0.000111907719369927	0.00324590070564216	0.00264558835211488	2933	"tags=59%, list=20%, signal=47%"
"GO:0051797"	"GO:0051797"	"regulation of hair follicle development"	14	0.7624361997592	2.02868415402839	0.000114654078703345	0.00330850513263447	0.0026966144178703	931	"tags=43%, list=6%, signal=40%"
"GO:0007156"	"GO:0007156"	"homophilic cell adhesion via plasma membrane adhesion molecules"	111	0.431504054949417	1.75953930721546	0.000116194618628077	0.0033358526480622	0.00271890415339707	1888	"tags=30%, list=13%, signal=26%"
"GO:0043306"	"GO:0043306"	"positive regulation of mast cell degranulation"	12	-0.784836298446843	-2.12607607087616	0.000116937165188243	0.00334012907875252	0.00272238968060474	2388	"tags=83%, list=16%, signal=70%"
"GO:0008589"	"GO:0008589"	"regulation of smoothened signaling pathway"	79	0.476401971797765	1.82208616267133	0.00012647621830948	0.00359435192135072	0.00292959533851357	3420	"tags=49%, list=23%, signal=38%"
"GO:0032963"	"GO:0032963"	"collagen metabolic process"	90	0.456921711520789	1.79144258907188	0.000129671848792455	0.00366665071937258	0.00298852285209588	3238	"tags=48%, list=22%, signal=37%"
"GO:1903305"	"GO:1903305"	"regulation of regulated secretory pathway"	96	-0.414586424953038	-1.82501482298951	0.000132136126085528	0.00371764990741634	0.00303009000712972	2492	"tags=44%, list=17%, signal=37%"
"GO:0014812"	"GO:0014812"	"muscle cell migration"	78	0.481701590431205	1.83238089864967	0.000135936696745482	0.00380555120689963	0.0031017344211577	3223	"tags=42%, list=22%, signal=33%"
"GO:1900076"	"GO:1900076"	"regulation of cellular response to insulin stimulus"	63	-0.46928259477155	-1.94501497319719	0.000138359034503359	0.00385418954034851	0.00314137734930242	3729	"tags=48%, list=25%, signal=36%"
"GO:0007005"	"GO:0007005"	"mitochondrion organization"	364	-0.283828329240537	-1.47255333351122	0.000139765108177545	0.00387417863899037	0.00315766956872991	3968	"tags=35%, list=27%, signal=26%"
"GO:0071375"	"GO:0071375"	"cellular response to peptide hormone stimulus"	267	-0.304975082729203	-1.54252453600008	0.000140456568222778	0.00387426034014496	0.00315773615968341	3066	"tags=33%, list=21%, signal=26%"
"GO:0001649"	"GO:0001649"	"osteoblast differentiation"	195	0.37520817440076	1.63687394608387	0.000143377403852102	0.00393022509779132	0.00320335052820083	2460	"tags=31%, list=17%, signal=26%"
"GO:0048193"	"GO:0048193"	"Golgi vesicle transport"	278	-0.301717027412945	-1.51573737748934	0.000143882418721346	0.00393022509779132	0.00320335052820083	2400	"tags=24%, list=16%, signal=20%"
"GO:0006641"	"GO:0006641"	"triglyceride metabolic process"	74	-0.446272585374205	-1.89929479641237	0.000146005230661309	0.00393096379392911	0.00320395260635267	2671	"tags=38%, list=18%, signal=31%"
"GO:0045765"	"GO:0045765"	"regulation of angiogenesis"	248	-0.309603087501366	-1.54176341692354	0.000144945829473232	0.00393096379392911	0.00320395260635267	2338	"tags=32%, list=16%, signal=28%"
"GO:0048568"	"GO:0048568"	"embryonic organ development"	345	0.326130993286052	1.51110195674837	0.000145840513663596	0.00393096379392911	0.00320395260635267	2958	"tags=33%, list=20%, signal=27%"
"GO:0010837"	"GO:0010837"	"regulation of keratinocyte proliferation"	38	0.579349372378799	1.94449887607536	0.000148624108714186	0.00396354435893235	0.00323050756631434	2704	"tags=47%, list=18%, signal=39%"
"GO:0031099"	"GO:0031099"	"regeneration"	146	0.398062410257538	1.67378331308695	0.000148254186296051	0.00396354435893235	0.00323050756631434	2552	"tags=32%, list=17%, signal=26%"
"GO:0032868"	"GO:0032868"	"response to insulin"	219	-0.316277037096918	-1.55654213877944	0.000159663484214941	0.00423786049847865	0.00345409037102532	2361	"tags=29%, list=16%, signal=25%"
"GO:0060333"	"GO:0060333"	"type II interferon-mediated signaling pathway"	23	-0.647409130174234	-2.10233958587873	0.000164009710819622	0.00433278236047893	0.00353145693126312	3370	"tags=65%, list=23%, signal=50%"
"GO:1903050"	"GO:1903050"	"regulation of proteolysis involved in protein catabolic process"	207	-0.32382704167499	-1.57818708436867	0.000167325570517524	0.00439972423038369	0.00358601825255708	2572	"tags=27%, list=18%, signal=22%"
"GO:0051058"	"GO:0051058"	"negative regulation of small GTPase mediated signal transduction"	58	-0.474034174531884	-1.93184948000854	0.000171245547288658	0.0044818543934571	0.00365295887166062	2096	"tags=40%, list=14%, signal=34%"
"GO:0006959"	"GO:0006959"	"humoral immune response"	162	0.386290490889983	1.64487291272431	0.000173517807405905	0.0045202995475603	0.00368429379565071	1861	"tags=25%, list=13%, signal=22%"
"GO:0140374"	"GO:0140374"	"antiviral innate immune response"	69	-0.449459268717204	-1.8902922456054	0.000175162451878499	0.00454211574525489	0.00370207520172019	1311	"tags=28%, list=9%, signal=25%"
"GO:0060632"	"GO:0060632"	"regulation of microtubule-based movement"	38	0.575127007036708	1.93032714300113	0.000178524497244797	0.00460806122016731	0.00375582440606268	2469	"tags=55%, list=17%, signal=46%"
"GO:0043586"	"GO:0043586"	"tongue development"	15	0.747386503215108	2.02568056766046	0.000196771401944155	0.00503287581245345	0.00410207176206068	2544	"tags=67%, list=17%, signal=55%"
"GO:0110110"	"GO:0110110"	"positive regulation of animal organ morphogenesis"	28	0.63338951919436	1.9901705100945	0.000196023260426292	0.00503287581245345	0.00410207176206068	3164	"tags=57%, list=22%, signal=45%"
"GO:0051451"	"GO:0051451"	"myoblast migration"	11	0.794174462663079	1.94679331288773	0.000198155849770903	0.00504241508070815	0.00410984679255945	1372	"tags=55%, list=9%, signal=49%"
"GO:0006638"	"GO:0006638"	"neutral lipid metabolic process"	93	-0.408244897718313	-1.79344959919936	0.000198936582178285	0.00504241508070815	0.00410984679255945	3378	"tags=41%, list=23%, signal=32%"
"GO:0045017"	"GO:0045017"	"glycerolipid biosynthetic process"	207	-0.321773553425578	-1.56817930794468	0.000206408287098771	0.00520833825786898	0.00424508334618524	3877	"tags=41%, list=26%, signal=30%"
"GO:0030100"	"GO:0030100"	"regulation of endocytosis"	260	-0.307147157711155	-1.55097982417012	0.000213492092833647	0.00536303574274523	0.00437117034058364	3498	"tags=40%, list=24%, signal=31%"
"GO:0045022"	"GO:0045022"	"early endosome to late endosome transport"	40	-0.542613999619115	-2.04730877130381	0.000221805977446045	0.00554678021835142	0.00452093223674523	4689	"tags=62%, list=32%, signal=43%"
"GO:0071357"	"GO:0071357"	"cellular response to type I interferon"	69	-0.44609031577829	-1.87612342974269	0.000222778093006472	0.00554678021835142	0.00452093223674523	3116	"tags=46%, list=21%, signal=37%"
"GO:0035751"	"GO:0035751"	"regulation of lysosomal lumen pH"	31	-0.591720125138446	-2.06619290867343	0.000226142214749269	0.00559971788780054	0.0045640793611903	3461	"tags=52%, list=24%, signal=40%"
"GO:0002228"	"GO:0002228"	"natural killer cell mediated immunity"	77	-0.428277148379352	-1.82086136781014	0.000226894558098191	0.00559971788780054	0.0045640793611903	2451	"tags=56%, list=17%, signal=47%"
"GO:0034340"	"GO:0034340"	"response to type I interferon"	75	-0.440085560122763	-1.87730505720921	0.000240733205511576	0.0059153089406709	0.00482130349994913	3116	"tags=45%, list=21%, signal=36%"
"GO:0009620"	"GO:0009620"	"response to fungus"	44	-0.525178412347472	-2.01464433326957	0.000245262110456933	0.00600039085017897	0.00489064995542727	3498	"tags=61%, list=24%, signal=47%"
"GO:0043304"	"GO:0043304"	"regulation of mast cell degranulation"	26	-0.616704631707539	-2.07563176764347	0.000255412317848387	0.00609589008913905	0.00496848710977689	2451	"tags=65%, list=17%, signal=55%"
"GO:0045576"	"GO:0045576"	"mast cell activation"	53	-0.495751053225939	-1.97853830558266	0.00025814877296227	0.00609589008913905	0.00496848710977689	1898	"tags=42%, list=13%, signal=36%"
"GO:0001958"	"GO:0001958"	"endochondral ossification"	26	0.626614271315123	1.93168850908761	0.000260051501200747	0.00609589008913905	0.00496848710977689	3847	"tags=54%, list=26%, signal=40%"
"GO:0036075"	"GO:0036075"	"replacement ossification"	26	0.626614271315123	1.93168850908761	0.000260051501200747	0.00609589008913905	0.00496848710977689	3847	"tags=54%, list=26%, signal=40%"
"GO:0032757"	"GO:0032757"	"positive regulation of interleukin-8 production"	51	-0.480601181224442	-1.90782307476456	0.000251870969720743	0.00609589008913905	0.00496848710977689	3568	"tags=49%, list=24%, signal=37%"
"GO:1905515"	"GO:1905515"	"non-motile cilium assembly"	60	0.499405980132167	1.82286272021549	0.000261082195038655	0.00609589008913905	0.00496848710977689	4421	"tags=58%, list=30%, signal=41%"
"GO:0001942"	"GO:0001942"	"hair follicle development"	75	0.476816463052896	1.80286234306841	0.000256833816125304	0.00609589008913905	0.00496848710977689	2518	"tags=33%, list=17%, signal=28%"
"GO:0048704"	"GO:0048704"	"embryonic skeletal system morphogenesis"	62	0.487399294574271	1.78479420525019	0.000261082195038655	0.00609589008913905	0.00496848710977689	3164	"tags=45%, list=22%, signal=36%"
"GO:0061136"	"GO:0061136"	"regulation of proteasomal protein catabolic process"	175	-0.328958222262	-1.58733441215153	0.000259758410325768	0.00609589008913905	0.00496848710977689	2572	"tags=28%, list=18%, signal=23%"
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	254	-0.298696136749557	-1.50686152271126	0.00025433761913103	0.00609589008913905	0.00496848710977689	2338	"tags=31%, list=16%, signal=27%"
"GO:0006631"	"GO:0006631"	"fatty acid metabolic process"	307	-0.284345486370217	-1.45273786711599	0.000251993193645978	0.00609589008913905	0.00496848710977689	3056	"tags=32%, list=21%, signal=26%"
"GO:0006639"	"GO:0006639"	"acylglycerol metabolic process"	92	-0.408567342750596	-1.78553198712333	0.000262202881405298	0.00609675873416368	0.00496919510344881	3378	"tags=41%, list=23%, signal=32%"
"GO:0002757"	"GO:0002757"	"immune response-activating signaling pathway"	484	-0.256076227608401	-1.37287704681279	0.000264909887769541	0.00613435365629304	0.00499983704142036	3651	"tags=34%, list=25%, signal=27%"
"GO:0048562"	"GO:0048562"	"embryonic organ morphogenesis"	212	0.37131469543972	1.63664635133927	0.00027039360055988	0.00623567537028872	0.00508241983450992	2958	"tags=37%, list=20%, signal=30%"
"GO:0043303"	"GO:0043303"	"mast cell degranulation"	41	-0.524071446144003	-1.99287716206601	0.000279178372957164	0.00641198654951005	0.00522612318356332	1858	"tags=49%, list=13%, signal=43%"
"GO:0019079"	"GO:0019079"	"viral genome replication"	99	-0.39727070708677	-1.76276695188907	0.000280338110383196	0.00641244937856197	0.00522650041480353	2467	"tags=37%, list=17%, signal=31%"
"GO:0050729"	"GO:0050729"	"positive regulation of inflammatory response"	134	-0.363622419176318	-1.69580676631742	0.000284405504944466	0.00645302329162303	0.00525957039491952	2909	"tags=37%, list=20%, signal=30%"
"GO:1903530"	"GO:1903530"	"regulation of secretion by cell"	409	-0.263256993377961	-1.38075083092116	0.000284158097222136	0.00645302329162303	0.00525957039491952	3124	"tags=34%, list=21%, signal=27%"
"GO:0015980"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	359	-0.280925268983225	-1.45703374912713	0.000287118380292239	0.00648841416025875	0.00528841590755986	3353	"tags=30%, list=23%, signal=24%"
"GO:0032728"	"GO:0032728"	"positive regulation of interferon-beta production"	38	-0.530186633656099	-1.96872148163199	0.000302685630354437	0.00678570534663114	0.00553072464438785	1392	"tags=50%, list=9%, signal=45%"
"GO:0010838"	"GO:0010838"	"positive regulation of keratinocyte proliferation"	11	0.785510125356257	1.92555405788454	0.000302204857486115	0.00678570534663114	0.00553072464438785	749	"tags=55%, list=5%, signal=52%"
"GO:0042119"	"GO:0042119"	"neutrophil activation"	40	-0.534358288740475	-2.01615957628294	0.000305563699880354	0.00682304340962998	0.00556115722798122	1551	"tags=48%, list=11%, signal=43%"
"GO:0051051"	"GO:0051051"	"negative regulation of transport"	323	-0.281695301784241	-1.44703661747864	0.000310382730309575	0.00690325542866396	0.00562653445375003	3183	"tags=32%, list=22%, signal=26%"
"GO:0032481"	"GO:0032481"	"positive regulation of type I interferon production"	82	-0.41586214205022	-1.79649354915684	0.000316810567431014	0.00701847662572565	0.00572044609323219	2712	"tags=40%, list=18%, signal=33%"
"GO:0043534"	"GO:0043534"	"blood vessel endothelial cell migration"	114	-0.379751784116221	-1.70940874557791	0.00033372040331121	0.00736409689973404	0.00600214570578718	3220	"tags=39%, list=22%, signal=30%"
"GO:1905146"	"GO:1905146"	"lysosomal protein catabolic process"	25	-0.614758613572632	-2.03873936148442	0.000336560786543211	0.00739776385108848	0.00602958613062817	2677	"tags=52%, list=18%, signal=43%"
"GO:0050727"	"GO:0050727"	"regulation of inflammatory response"	313	-0.282048425662189	-1.44598675310554	0.000344052701934219	0.00753301382795272	0.00613982233187545	3700	"tags=40%, list=25%, signal=31%"
"GO:0035987"	"GO:0035987"	"endodermal cell differentiation"	43	0.538811828837227	1.8503102376327	0.000360304888520724	0.0078582775492485	0.00640493022964012	1218	"tags=28%, list=8%, signal=26%"
"GO:0003158"	"GO:0003158"	"endothelium development"	122	-0.366187423085382	-1.67599575912584	0.000361759387590469	0.00785953696514118	0.00640595672315249	2081	"tags=29%, list=14%, signal=25%"
"GO:0010885"	"GO:0010885"	"regulation of cholesterol storage"	17	-0.701282722841576	-2.14071259204284	0.000369008867467678	0.00798620345092548	0.00650919690508775	1470	"tags=53%, list=10%, signal=48%"
"GO:0050832"	"GO:0050832"	"defense response to fungus"	34	-0.541299840170962	-1.91952546833433	0.000372107416097244	0.00802240777923061	0.00653870543228752	3394	"tags=65%, list=23%, signal=50%"
"GO:0010506"	"GO:0010506"	"regulation of autophagy"	329	-0.280391941327648	-1.4448535366369	0.000375381806141259	0.00806211230212543	0.00657106681140002	2873	"tags=25%, list=20%, signal=21%"
"GO:0042634"	"GO:0042634"	"regulation of hair cycle"	21	0.675432898351839	1.99206193380762	0.000383854227639725	0.0082127290453564	0.00669382777597071	1620	"tags=38%, list=11%, signal=34%"
"GO:0007369"	"GO:0007369"	"gastrulation"	155	0.381173733637618	1.61439085059891	0.000398668021857543	0.00849736726891058	0.00692582364925564	3387	"tags=37%, list=23%, signal=29%"
"GO:0015918"	"GO:0015918"	"sterol transport"	92	-0.401474502384021	-1.75453466543624	0.000403904066654773	0.00857648370968455	0.00699030791823176	2397	"tags=34%, list=16%, signal=28%"
"GO:0070201"	"GO:0070201"	"regulation of establishment of protein localization"	438	-0.260290863437422	-1.38202689984539	0.000412191963927363	0.00871956459029801	0.00710692673854974	2700	"tags=25%, list=18%, signal=21%"
"GO:0051648"	"GO:0051648"	"vesicle localization"	195	-0.318757314231735	-1.55219302747624	0.000417613929795427	0.00880117446801074	0.00717344329634802	2722	"tags=30%, list=19%, signal=25%"
"GO:0032456"	"GO:0032456"	"endocytic recycling"	84	-0.401957107779995	-1.74066450513963	0.000420679566756041	0.00883270120200091	0.00719913932582903	2452	"tags=35%, list=17%, signal=29%"
"GO:0050650"	"GO:0050650"	"chondroitin sulfate proteoglycan biosynthetic process"	23	0.641566095711768	1.91888141712835	0.00043531574738763	0.00903882550018523	0.00736714201347021	2747	"tags=52%, list=19%, signal=42%"
"GO:0032608"	"GO:0032608"	"interferon-beta production"	56	-0.463026542370612	-1.87570818309914	0.000434664112937823	0.00903882550018523	0.00736714201347021	3808	"tags=48%, list=26%, signal=36%"
"GO:0032648"	"GO:0032648"	"regulation of interferon-beta production"	56	-0.463026542370612	-1.87570818309914	0.000434664112937823	0.00903882550018523	0.00736714201347021	3808	"tags=48%, list=26%, signal=36%"
"GO:2001214"	"GO:2001214"	"positive regulation of vasculogenesis"	11	-0.773417884199678	-2.03893977496394	0.000446080980430005	0.0091944969849071	0.00749402287153858	1302	"tags=64%, list=9%, signal=58%"
"GO:0048821"	"GO:0048821"	"erythrocyte development"	40	-0.523558491814085	-1.97541142199423	0.000445802573486995	0.0091944969849071	0.00749402287153858	2241	"tags=35%, list=15%, signal=30%"
"GO:0032787"	"GO:0032787"	"monocarboxylic acid metabolic process"	477	-0.25914333757659	-1.38544088886102	0.000448036349265373	0.00920109685151918	0.0074994021273501	2901	"tags=29%, list=20%, signal=24%"
"GO:0002448"	"GO:0002448"	"mast cell mediated immunity"	44	-0.513731342723341	-1.9707320676307	0.000453246731879252	0.00927425221921655	0.00755902779252785	1858	"tags=45%, list=13%, signal=40%"
"GO:0030101"	"GO:0030101"	"natural killer cell activation"	64	-0.463072849410601	-1.91559166622873	0.000480893692227554	0.00980430726871177	0.00799105193377366	3696	"tags=52%, list=25%, signal=39%"
"GO:0001706"	"GO:0001706"	"endoderm formation"	48	0.536497284742104	1.89216582373789	0.000488243890774211	0.00988254810570679	0.00805482253730874	1483	"tags=31%, list=10%, signal=28%"
"GO:0043434"	"GO:0043434"	"response to peptide hormone"	354	-0.275045941581245	-1.42511093440957	0.000487884720058237	0.00988254810570679	0.00805482253730874	3066	"tags=32%, list=21%, signal=26%"
"GO:0002456"	"GO:0002456"	"T cell mediated immunity"	121	-0.36681982431151	-1.67947173058102	0.000492839930396676	0.00993982182201468	0.0081015037794315	2553	"tags=36%, list=17%, signal=30%"
"GO:0022406"	"GO:0022406"	"membrane docking"	85	-0.400388402164841	-1.74000114925426	0.000500839928238476	0.0100650938435639	0.00820360739599639	2418	"tags=38%, list=16%, signal=32%"
"GO:0003085"	"GO:0003085"	"negative regulation of systemic arterial blood pressure"	12	-0.747096486784774	-2.02384110716095	0.000504047277800455	0.0100935018938903	0.00822676152604077	875	"tags=67%, list=6%, signal=63%"
"GO:0002753"	"GO:0002753"	"cytoplasmic pattern recognition receptor signaling pathway"	190	-0.323429416863354	-1.56847055744436	0.000510173058313119	0.010179942550099	0.00829721543512602	3498	"tags=36%, list=24%, signal=28%"
"GO:0030574"	"GO:0030574"	"collagen catabolic process"	35	0.565737378627813	1.86614416102583	0.000512726109411589	0.0101947343380177	0.00830927155925719	1756	"tags=43%, list=12%, signal=38%"
"GO:0098773"	"GO:0098773"	"skin epidermis development"	98	0.434909482219859	1.7435850450307	0.000536085489079119	0.0106216656586204	0.00865724416574396	2538	"tags=31%, list=17%, signal=25%"
"GO:0008333"	"GO:0008333"	"endosome to lysosome transport"	59	-0.456367894149409	-1.86265830742842	0.00055049759897875	0.0108126766905935	0.00881292870668971	2524	"tags=44%, list=17%, signal=37%"
"GO:0048592"	"GO:0048592"	"eye morphogenesis"	125	0.391347399383394	1.62172003977855	0.000551490707339672	0.0108126766905935	0.00881292870668971	2939	"tags=40%, list=20%, signal=32%"
"GO:0016032"	"GO:0016032"	"viral process"	333	-0.276373985492062	-1.41787005333682	0.000548912296097524	0.0108126766905935	0.00881292870668971	2553	"tags=27%, list=17%, signal=23%"
"GO:0007264"	"GO:0007264"	"small GTPase-mediated signal transduction"	443	-0.261760017688483	-1.3895032465182	0.000561022855475943	0.0109613736380664	0.00893412493168378	3104	"tags=32%, list=21%, signal=26%"
"GO:0060337"	"GO:0060337"	"type I interferon-mediated signaling pathway"	68	-0.436314602445924	-1.82604889126647	0.000574432277195217	0.0111575901847216	0.0090940522546055	3116	"tags=46%, list=21%, signal=36%"
"GO:0022617"	"GO:0022617"	"extracellular matrix disassembly"	52	0.511767244536951	1.82559645027322	0.000577014171628572	0.0111575901847216	0.0090940522546055	2593	"tags=42%, list=18%, signal=35%"
"GO:0019221"	"GO:0019221"	"cytokine-mediated signaling pathway"	412	-0.261865059533719	-1.37053737905949	0.000575051367677146	0.0111575901847216	0.0090940522546055	3138	"tags=32%, list=21%, signal=26%"
"GO:0045776"	"GO:0045776"	"negative regulation of blood pressure"	27	-0.587371087965616	-1.9765755339256	0.000585395113486969	0.0112423832887071	0.00916316331763148	2010	"tags=48%, list=14%, signal=42%"
"GO:0007409"	"GO:0007409"	"axonogenesis"	358	0.317313103390497	1.47514419879299	0.00058413291799433	0.0112423832887071	0.00916316331763148	1984	"tags=22%, list=14%, signal=20%"
"GO:1905330"	"GO:1905330"	"regulation of morphogenesis of an epithelium"	55	0.494668142015944	1.78316025234101	0.000592444941494207	0.0113390737611833	0.0092419713930908	3315	"tags=56%, list=23%, signal=44%"
"GO:0002279"	"GO:0002279"	"mast cell activation involved in immune response"	44	-0.508388529528666	-1.95023642639089	0.000598812754436617	0.0114220995566605	0.0093096420020708	1858	"tags=48%, list=13%, signal=42%"
"GO:0009913"	"GO:0009913"	"epidermal cell differentiation"	147	0.384016562418822	1.61411192916281	0.000618347412134392	0.0117548678651359	0.00958086655287889	3427	"tags=38%, list=23%, signal=29%"
"GO:0006936"	"GO:0006936"	"muscle contraction"	250	0.340921380732066	1.52812137034997	0.000628032464901395	0.0118987834343439	0.00969816569050285	2365	"tags=29%, list=16%, signal=25%"
"GO:0046034"	"GO:0046034"	"ATP metabolic process"	200	-0.309769984085211	-1.51238203009439	0.000632575006913768	0.0119046808157317	0.00970297238205699	3671	"tags=38%, list=25%, signal=28%"
"GO:0051656"	"GO:0051656"	"establishment of organelle localization"	345	-0.270564956701205	-1.39644987085217	0.000631795744620691	0.0119046808157317	0.00970297238205699	2722	"tags=26%, list=19%, signal=22%"
"GO:0007213"	"GO:0007213"	"G protein-coupled acetylcholine receptor signaling pathway"	15	-0.68958142353142	-1.99640050124367	0.000642860665315532	0.0119460768002762	0.00973671239583648	944	"tags=47%, list=6%, signal=44%"
"GO:0045921"	"GO:0045921"	"positive regulation of exocytosis"	68	-0.433667369269976	-1.81496978188355	0.000637865760160745	0.0119460768002762	0.00973671239583648	3114	"tags=49%, list=21%, signal=38%"
"GO:0048736"	"GO:0048736"	"appendage development"	148	0.384603275102273	1.61846738739598	0.000643266619954448	0.0119460768002762	0.00973671239583648	3362	"tags=37%, list=23%, signal=29%"
"GO:0060173"	"GO:0060173"	"limb development"	148	0.384603275102273	1.61846738739598	0.000643266619954448	0.0119460768002762	0.00973671239583648	3362	"tags=37%, list=23%, signal=29%"
"GO:0099003"	"GO:0099003"	"vesicle-mediated transport in synapse"	210	-0.307167801192651	-1.49836624932102	0.000656194029540349	0.0121460651454722	0.00989971394289232	2781	"tags=39%, list=19%, signal=32%"
"GO:0035720"	"GO:0035720"	"intraciliary anterograde transport"	18	0.688116563049112	1.93906342751363	0.00066744107712405	0.0122798052061761	0.0100087194790735	4575	"tags=89%, list=31%, signal=61%"
"GO:0001655"	"GO:0001655"	"urogenital system development"	55	0.492386882033974	1.77493685612931	0.000667783968915922	0.0122798052061761	0.0100087194790735	3590	"tags=55%, list=24%, signal=41%"
"GO:0003012"	"GO:0003012"	"muscle system process"	331	0.316183438080014	1.46351771906792	0.000700493920318067	0.0128393462202924	0.0104647763100491	2467	"tags=27%, list=17%, signal=23%"
